key,value,count,ncount,complete,min,max,sum,sumsq
,,7,,,,,,
"date_hour",,7,7,1,11,23,115.000000,2117.000000
,11,2,,1,,,,
,12,2,,1,,,,
,23,3,,1,,,,
"date_mday",,7,7,1,17,18,125.000000,2233.000000
,17,1,,1,,,,
,18,6,,1,,,,
"date_minute",,7,7,1,0,19,69.000000,1011.000000
,0,2,,1,,,,
,10,2,,1,,,,
,15,2,,1,,,,
,19,1,,1,,,,
"date_month",,7,,1,,,,
,march,7,,1,,,,
"date_second",,7,7,1,0,26,26.000000,676.000000
,0,6,,1,,,,
,26,1,,1,,,,
"date_wday",,7,,1,,,,
,tuesday,1,,1,,,,
,wednesday,6,,1,,,,
"date_year",,7,7,1,2020,2020,14140.000000,28562800.000000
,2020,7,,1,,,,
"date_zone",,7,,1,,,,
,local,7,,1,,,,
host,,7,,1,,,,
,"BEER-PC01",7,,1,,,,
linecount,,7,7,1,1,257,607.000000,131525.000000
,1,2,,1,,,,
,5,1,,1,,,,
,27,1,,1,,,,
,72,1,,1,,,,
,244,1,,1,,,,
,257,1,,1,,,,
punct,,7,,1,,,,
,",,//_::_,___,,,-,,,,,,,,,,,,//_::_,,,",1,,1,,,,
,",,//_::_,___,,_,_,,,,,,,,,,,,//_::_,,,",1,,1,,,,
,",,//_::_,___,,_,,,,,,,,,,,,,//_::_,,,,,//_::_,___,",1,,1,,,,
,",,//_::_,____,,_,____$_,,,,,,,,,,,,//_::_,,,,,//_:",1,,1,,,,
,",,//_::_,___,,,_,,,,,,,,,,,,//_::_,,,,,//_::_,___,",1,,1,,,,
,",,//_::_,___,,_,____$_,,,,,,,,,,,,//_::_,,,,,//_::",1,,1,,,,
,",,//_::_,____,,,/:_,,,,,,,,,,,,//_::_,,,,,//_::_,_",1,,1,,,,
source,,7,,1,,,,
,"C:\Program Files\Splunk\var\run\splunk\dispatch\1749646464.1049\Crimes_-_2001_to_Present.csv.001",7,,1,,,,
timeendpos,,7,7,1,41,41,287.000000,11767.000000
,41,7,,1,,,,
timestartpos,,7,7,1,18,29,159.000000,3819.000000
,18,4,,1,,,,
,29,3,,1,,,,
