key,value,count,ncount,complete,min,max,sum,sumsq
,,3,,,,,,
"date_hour",,3,3,1,8,12,32.000000,352.000000
,8,1,,1,,,,
,12,2,,1,,,,
"date_mday",,3,3,1,12,27,51.000000,1017.000000
,12,2,,1,,,,
,27,1,,1,,,,
"date_minute",,3,3,1,0,0,0.000000,0.000000
,0,3,,1,,,,
"date_month",,3,,1,,,,
,september,3,,1,,,,
"date_second",,3,3,1,0,0,0.000000,0.000000
,0,3,,1,,,,
"date_wday",,3,,1,,,,
,monday,2,,1,,,,
,tuesday,1,,1,,,,
"date_year",,3,3,1,2022,2022,6066.000000,12265452.000000
,2022,3,,1,,,,
"date_zone",,3,,1,,,,
,local,3,,1,,,,
host,,3,,1,,,,
,"BEER-PC01",3,,1,,,,
linecount,,3,3,1,18,92,170.000000,12388.000000
,18,1,,1,,,,
,60,1,,1,,,,
,92,1,,1,,,,
punct,,3,,1,,,,
,",,//_::_,___,,,:____,,,,,,,,,,,,//_::_,,,,,//_::_,",1,,1,,,,
,",,//_::_,___,,_,____$_,,,,,,,,,,,,//_::_,,,,,//_::",1,,1,,,,
,",,//_::_,___,,,$__,_,,,,,,,,,,,//_::_,,,,,//_::_,_",1,,1,,,,
source,,3,,1,,,,
,"C:\Program Files\Splunk\var\run\splunk\dispatch\1749646464.1049\Crimes_-_2001_to_Present.csv.001",3,,1,,,,
timeendpos,,3,3,1,41,41,123.000000,5043.000000
,41,3,,1,,,,
timestartpos,,3,3,1,0,0,0.000000,0.000000
,0,3,,1,,,,
