key,time,count
date_mday,0CDDHCEG000000,1
date_minute,0CDDHCEG000000,1
date_month,0CDDHCEG000000,1
date_second,0CDDHCEG000000,1
date_wday,0CDDHCEG000000,1
date_year,0CDDHCEG000000,1
date_zone,0CDDHCEG000000,1
host,0CDDHCEG000000,1
linecount,0CDDHCEG000000,1
punct,0CDDHCEG000000,1
source,0CDDHCEG000000,1
timeendpos,0CDDHCEG000000,1
timestamp,0CDDHCEG000000,0
timestartpos,0CDDHCEG000000,1
,0CDL42F0000000,46
date_hour,0CDL42F0000000,46
date_mday,0CDL42F0000000,46
date_minute,0CDL42F0000000,46
date_month,0CDL42F0000000,46
date_second,0CDL42F0000000,46
date_wday,0CDL42F0000000,46
date_year,0CDL42F0000000,46
date_zone,0CDL42F0000000,46
host,0CDL42F0000000,46
linecount,0CDL42F0000000,46
punct,0CDL42F0000000,46
source,0CDL42F0000000,46
timeendpos,0CDL42F0000000,46
timestamp,0CDL42F0000000,0
timestartpos,0CDL42F0000000,46
,0CDNJ5N0000000,1
date_hour,0CDNJ5N0000000,1
date_mday,0CDNJ5N0000000,1
date_minute,0CDNJ5N0000000,1
date_month,0CDNJ5N0000000,1
date_second,0CDNJ5N0000000,1
date_wday,0CDNJ5N0000000,1
date_year,0CDNJ5N0000000,1
date_zone,0CDNJ5N0000000,1
host,0CDNJ5N0000000,1
linecount,0CDNJ5N0000000,1
punct,0CDNJ5N0000000,1
source,0CDNJ5N0000000,1
timeendpos,0CDNJ5N0000000,1
timestamp,0CDNJ5N0000000,0
timestartpos,0CDNJ5N0000000,1
,0CEGN8IG000000,1
date_hour,0CEGN8IG000000,1
date_mday,0CEGN8IG000000,1
date_minute,0CEGN8IG000000,1
date_month,0CEGN8IG000000,1
date_second,0CEGN8IG000000,1
date_wday,0CEGN8IG000000,1
date_year,0CEGN8IG000000,1
date_zone,0CEGN8IG000000,1
host,0CEGN8IG000000,1
linecount,0CEGN8IG000000,1
punct,0CEGN8IG000000,1
source,0CEGN8IG000000,1
timeendpos,0CEGN8IG000000,1
timestamp,0CEGN8IG000000,0
timestartpos,0CEGN8IG000000,1
,0CEQRM70000000,1
date_hour,0CEQRM70000000,1
date_mday,0CEQRM70000000,1
date_minute,0CEQRM70000000,1
date_month,0CEQRM70000000,1
date_second,0CEQRM70000000,1
date_wday,0CEQRM70000000,1
date_year,0CEQRM70000000,1
date_zone,0CEQRM70000000,1
host,0CEQRM70000000,1
linecount,0CEQRM70000000,1
punct,0CEQRM70000000,1
source,0CEQRM70000000,1
timeendpos,0CEQRM70000000,1
timestamp,0CEQRM70000000,0
timestartpos,0CEQRM70000000,1
,0CET5GN0000000,4
date_hour,0CET5GN0000000,4
date_mday,0CET5GN0000000,4
date_minute,0CET5GN0000000,4
date_month,0CET5GN0000000,4
date_second,0CET5GN0000000,4
date_wday,0CET5GN0000000,4
date_year,0CET5GN0000000,4
date_zone,0CET5GN0000000,4
host,0CET5GN0000000,4
linecount,0CET5GN0000000,4
punct,0CET5GN0000000,4
source,0CET5GN0000000,4
timeendpos,0CET5GN0000000,4
timestamp,0CET5GN0000000,0
timestartpos,0CET5GN0000000,4
,0CF4NVMG000000,1
date_hour,0CF4NVMG000000,0
date_mday,0CF4NVMG000000,0
date_minute,0CF4NVMG000000,0
date_month,0CF4NVMG000000,0
date_second,0CF4NVMG000000,0
date_wday,0CF4NVMG000000,0
date_year,0CF4NVMG000000,0
date_zone,0CF4NVMG000000,0
host,0CF4NVMG000000,1
linecount,0CF4NVMG000000,1
punct,0CF4NVMG000000,1
source,0CF4NVMG000000,1
timeendpos,0CF4NVMG000000,0
timestamp,0CF4NVMG000000,1
timestartpos,0CF4NVMG000000,0
