"allow_partial_results","auto_cancel","auto_pause",buckets,"earliest_time","index_earliest","index_latest",indexedRealtime,indexedRealtimeMinSpan,indexedRealtimeOffset,"latest_time",lookups,"max_count","max_time","reduce_freq","rt_backfill","rt_maximum_span","sample_ratio","spawn_process","time_format","ui_dispatch_app","ui_dispatch_view","__mv_allow_partial_results","__mv_auto_cancel","__mv_auto_pause","__mv_buckets","__mv_earliest_time","__mv_index_earliest","__mv_index_latest","__mv_indexedRealtime","__mv_indexedRealtimeMinSpan","__mv_indexedRealtimeOffset","__mv_latest_time","__mv_lookups","__mv_max_count","__mv_max_time","__mv_reduce_freq","__mv_rt_backfill","__mv_rt_maximum_span","__mv_sample_ratio","__mv_spawn_process","__mv_time_format","__mv_ui_dispatch_app","__mv_ui_dispatch_view"
1,0,0,0,"-1w","","","","","",now,1,500000,0,10,0,"",1,1,"%FT%T.%Q%:z","","",,,,,,,,,,,,,,,,,,,,,,
