sid,search,"splunk_server","_time","is_realtime","api_et","api_lt","event_count","exec_time","result_count","scan_count","search_et","search_lt",status,"total_run_time","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_api_et","__mv_api_lt","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_scan_count","__mv_search_et","__mv_search_lt","__mv_status","__mv_total_run_time"
"1709427674.4790","| savedsearch instrumentation.usage.rollup","BEER-PC01","1709427674.928746",0,"1709244000.000000000","1709416799.000000000",0,1709427675,0,0,"1709244000.000000000","1709416799.000000000",failed,"0.75",,,,,,,,,,,,,,,
"1709427676.4791","| savedsearch instrumentation.usage.kvstore","BEER-PC01","1709427676.504041",0,"1709244000.000000000","1709416799.000000000",0,1709427676,1,0,"1709244000.000000000","1709416799.000000000",completed,"0.14300000000000002",,,,,,,,,,,,,,,
"1709427677.4792","| savedsearch instrumentation.usage.healthMonitor.currentState","BEER-PC01","1709427677.407352",0,"1709244000.000000000","1709416799.000000000",0,1709427677,1,0,"1709244000.000000000","1709416799.000000000",completed,"0.717",,,,,,,,,,,,,,,
"1709427678.4793","| savedsearch instrumentation.usage.savedSearches.alerts","BEER-PC01","1709427678.972636",0,"1709244000.000000000","1709416799.000000000",0,1709427679,0,0,"1709244000.000000000","1709416799.000000000",failed,"0.659",,,,,,,,,,,,,,,
"1709427680.4794","| savedsearch instrumentation.usage.streamingMetricAlerts","BEER-PC01","1709427680.381077",0,"1709244000.000000000","1709416799.000000000",0,1709427680,0,0,"1709244000.000000000","1709416799.000000000",failed,"0.705",,,,,,,,,,,,,,,
"1709427681.4795","| savedsearch instrumentation.usage.durableSearch","BEER-PC01","1709427681.994445",0,"1709244000.000000000","1709416799.000000000",0,1709427682,0,0,"1709244000.000000000","1709416799.000000000",failed,"0.729",,,,,,,,,,,,,,,
"1709427683.4796","| savedsearch instrumentation.usage.rest","BEER-PC01","1709427683.554216",0,"1709244000.000000000","1709416799.000000000",692,1709427683,4,692,"1709244000.000000000","1709416799.000000000",completed,"0.159",,,,,,,,,,,,,,,
"1709427691.4797","| savedsearch instrumentation.performance.indexing","BEER-PC01","1709427691.775102",0,"1709244000.000000000","1709416799.000000000",5574,1709427692,2,5574,"1709244000.000000000","1709416799.000000000",completed,"0.324",,,,,,,,,,,,,,,
"1709427692.4798","| savedsearch instrumentation.performance.search","BEER-PC01","1709427692.925863",0,"1709244000.000000000","1709416799.000000000",254,1709427693,2,254,"1709244000.000000000","1709416799.000000000",completed,"0.157",,,,,,,,,,,,,,,
"1709427693.4799","| savedsearch instrumentation.usage.search.concurrent","BEER-PC01","1709427693.840905",0,"1709244000.000000000","1709416799.000000000",11,1709427694,2,11,"1709244000.000000000","1709416799.000000000",completed,"0.171",,,,,,,,,,,,,,,
"1709427694.4800","| savedsearch instrumentation.usage.users.active","BEER-PC01","1709427694.765663",0,"1709244000.000000000","1709416799.000000000",0,1709427695,0,894,"1709244000.000000000","1709416799.000000000",completed,"0.176",,,,,,,,,,,,,,,
"1709427695.4801","| savedsearch instrumentation.deployment.node","BEER-PC01","1709427695.653229",0,"1709244000.000000000","1709416799.000000000",288,1709427695,2,288,"1709244000.000000000","1709416799.000000000",completed,"0.555",,,,,,,,,,,,,,,
"1709427697.4802","| savedsearch instrumentation.deployment.index","BEER-PC01","1709427697.027596",0,"1709244000.000000000","1709416799.000000000",0,1709427697,11,0,"1709244000.000000000","1709416799.000000000",completed,"0.589",,,,,,,,,,,,,,,
"1709427698.4803","| savedsearch instrumentation.usage.search.type","BEER-PC01","1709427698.403306",0,"1709244000.000000000","1709416799.000000000",11,1709427698,2,11,"1709244000.000000000","1709416799.000000000",completed,"0.148",,,,,,,,,,,,,,,
"1709427699.4804","| savedsearch instrumentation.licensing.stack","BEER-PC01","1709427699.317575",0,"1709244000.000000000","1709416799.000000000",2,1709427699,2,2,"1709244000.000000000","1709416799.000000000",completed,"0.194",,,,,,,,,,,,,,,
"1709427700.4805","| savedsearch instrumentation.deployment.forwarders","BEER-PC01","1709427700.205113",0,"1709244000.000000000","1709416799.000000000",0,1709427700,0,0,"1709244000.000000000","1709416799.000000000",completed,"0.14400000000000002",,,,,,,,,,,,,,,
"1709427701.4806","| savedsearch instrumentation.usage.indexing.sourcetype","BEER-PC01","1709427701.102826",0,"1709244000.000000000","1709416799.000000000",29262,1709427701,30,29262,"1709244000.000000000","1709416799.000000000",completed,"0.448",,,,,,,,,,,,,,,
"1709427702.4807","| savedsearch instrumentation.deployment.clustering.indexer","BEER-PC01","1709427702.467872",0,"1709244000.000000000","1709416799.000000000",0,1709427702,1,0,"1709244000.000000000","1709416799.000000000",completed,"0.12",,,,,,,,,,,,,,,
"1709427703.4808","| savedsearch instrumentation.usage.app.page","BEER-PC01","1709427703.404649",0,"1709244000.000000000","1709416799.000000000",0,1709427703,0,0,"1709244000.000000000","1709416799.000000000",completed,"0.14",,,,,,,,,,,,,,,
"1709427710.4809","search index=_introspection sourcetype=splunk_telemetry | spath date | search  date>=2024-03-01 date<=2024-03-02 (visibility= *anonymous* OR visibility= *license* OR visibility= *support*)","BEER-PC01","1709427710.689093",0,"1709427600.000000000","1709427710.000000000",68,1709427710,68,69,"1709427600.000000000","1709427710.000000000",completed,"0.161",,,,,,,,,,,,,,,
"1709514061.4923","| savedsearch instrumentation.deployment.app","BEER-PC01","1709514061.562942",0,"1709330400.000000000","1709503199.000000000",0,1709514061,18,0,"1709330400.000000000","1709503199.000000000",completed,"0.11",,,,,,,,,,,,,,,
"1709514062.4924","| savedsearch instrumentation.topology.deployment.licensing.slave","BEER-PC01","1709514062.483678",0,"1709330400.000000000","1709503199.000000000",0,1709514062,1,0,"1709330400.000000000","1709503199.000000000",completed,"0.061",,,,,,,,,,,,,,,
"1709514063.4925","| savedsearch instrumentation.usage.search.report_acceleration","BEER-PC01","1709514063.400735",0,"1709330400.000000000","1709503199.000000000",0,1709514063,0,0,"1709330400.000000000","1709503199.000000000",failed,"0.6970000000000001",,,,,,,,,,,,,,,
"1709514064.4926","| savedsearch instrumentation.usage.search.searchTelemetry","BEER-PC01","1709514064.964011",0,"1709330400.000000000","1709503199.000000000",250,1709514065,0,250,"1709330400.000000000","1709503199.000000000",failed,"0.783",,,,,,,,,,,,,,,
"1709514066.4927","| savedsearch instrumentation.usage.search.searchtelemetry.sourcetypeUsage","BEER-PC01","1709514066.545537",0,"1709330400.000000000","1709503199.000000000",966,1709514066,0,966,"1709330400.000000000","1709503199.000000000",failed,"0.744",,,,,,,,,,,,,,,
"1709514068.4928","| savedsearch instrumentation.usage.lookups.lookupDefinitions","BEER-PC01","1709514068.099872",0,"1709330400.000000000","1709503199.000000000",0,1709514068,0,0,"1709330400.000000000","1709503199.000000000",failed,"0.652",,,,,,,,,,,,,,,
"1709514069.4929","| savedsearch instrumentation.performance.bundleReplication","BEER-PC01","1709514069.670456",0,"1709330400.000000000","1709503199.000000000",0,1709514069,0,0,"1709330400.000000000","1709503199.000000000",failed,"0.766",,,,,,,,,,,,,,,
"1709514071.4930","| savedsearch instrumentation.performance.bundleReplicationCycle","BEER-PC01","1709514071.254697",0,"1709330400.000000000","1709503199.000000000",0,1709514071,0,0,"1709330400.000000000","1709503199.000000000",failed,"0.5710000000000001",,,,,,,,,,,,,,,
"1709514072.4931","| savedsearch instrumentation.usage.metrics","BEER-PC01","1709514072.620111",0,"1709330400.000000000","1709503199.000000000",0,1709514072,0,0,"1709513172.000000000","2147483647.000000000",completed,"0.074",,,,,,,,,,,,,,,
"1709514073.4932","| savedsearch instrumentation.usage.rollup","BEER-PC01","1709514073.507048",0,"1709330400.000000000","1709503199.000000000",0,1709514073,0,0,"1709330400.000000000","1709503199.000000000",failed,"0.803",,,,,,,,,,,,,,,
"1709514075.4933","| savedsearch instrumentation.usage.kvstore","BEER-PC01","1709514075.055755",0,"1709330400.000000000","1709503199.000000000",0,1709514075,1,0,"1709330400.000000000","1709503199.000000000",completed,"0.106",,,,,,,,,,,,,,,
"1709514075.4934","| savedsearch instrumentation.usage.healthMonitor.currentState","BEER-PC01","1709514075.977969",0,"1709330400.000000000","1709503199.000000000",0,1709514076,1,0,"1709330400.000000000","1709503199.000000000",completed,"0.732",,,,,,,,,,,,,,,
"1709514077.4935","| savedsearch instrumentation.usage.savedSearches.alerts","BEER-PC01","1709514077.554477",0,"1709330400.000000000","1709503199.000000000",0,1709514077,0,0,"1709330400.000000000","1709503199.000000000",failed,"0.673",,,,,,,,,,,,,,,
"1709514080.4937","| savedsearch instrumentation.usage.durableSearch","BEER-PC01","1709514080.375628",0,"1709330400.000000000","1709503199.000000000",0,1709514080,0,0,"1709330400.000000000","1709503199.000000000",failed,"0.721",,,,,,,,,,,,,,,
"1709514081.4938","| savedsearch instrumentation.usage.rest","BEER-PC01","1709514081.950319",0,"1709330400.000000000","1709503199.000000000",694,1709514082,4,694,"1709330400.000000000","1709503199.000000000",completed,"0.202",,,,,,,,,,,,,,,
"1709514090.4939","| savedsearch instrumentation.performance.indexing","BEER-PC01","1709514090.166947",0,"1709330400.000000000","1709503199.000000000",5574,1709514090,2,5574,"1709330400.000000000","1709503199.000000000",completed,"0.313",,,,,,,,,,,,,,,
"1709514091.4940","| savedsearch instrumentation.performance.search","BEER-PC01","1709514091.320351",0,"1709330400.000000000","1709503199.000000000",254,1709514091,2,254,"1709330400.000000000","1709503199.000000000",completed,"0.183",,,,,,,,,,,,,,,
"1709514092.4941","| savedsearch instrumentation.usage.search.concurrent","BEER-PC01","1709514092.230837",0,"1709330400.000000000","1709503199.000000000",8,1709514092,2,8,"1709330400.000000000","1709503199.000000000",completed,"0.162",,,,,,,,,,,,,,,
"1709514093.4942","| savedsearch instrumentation.usage.users.active","BEER-PC01","1709514093.146550",0,"1709330400.000000000","1709503199.000000000",0,1709514093,0,896,"1709330400.000000000","1709503199.000000000",completed,"0.13",,,,,,,,,,,,,,,
"1709514094.4943","| savedsearch instrumentation.deployment.node","BEER-PC01","1709514094.015022",0,"1709330400.000000000","1709503199.000000000",288,1709514094,2,288,"1709330400.000000000","1709503199.000000000",completed,"0.605",,,,,,,,,,,,,,,
"1709514095.4944","| savedsearch instrumentation.deployment.index","BEER-PC01","1709514095.423747",0,"1709330400.000000000","1709503199.000000000",0,1709514095,11,0,"1709330400.000000000","1709503199.000000000",completed,"0.584",,,,,,,,,,,,,,,
"1709514096.4945","| savedsearch instrumentation.usage.search.type","BEER-PC01","1709514096.790031",0,"1709330400.000000000","1709503199.000000000",8,1709514097,2,8,"1709330400.000000000","1709503199.000000000",completed,"0.165",,,,,,,,,,,,,,,
"1709514097.4946","| savedsearch instrumentation.licensing.stack","BEER-PC01","1709514097.718503",0,"1709330400.000000000","1709503199.000000000",2,1709514097,2,2,"1709330400.000000000","1709503199.000000000",completed,"0.163",,,,,,,,,,,,,,,
"1709514098.4947","| savedsearch instrumentation.deployment.forwarders","BEER-PC01","1709514098.591661",0,"1709330400.000000000","1709503199.000000000",0,1709514098,0,0,"1709330400.000000000","1709503199.000000000",completed,"0.194",,,,,,,,,,,,,,,
"1709514099.4948","| savedsearch instrumentation.usage.indexing.sourcetype","BEER-PC01","1709514099.469810",0,"1709330400.000000000","1709503199.000000000",29260,1709514099,30,29260,"1709330400.000000000","1709503199.000000000",completed,"0.423",,,,,,,,,,,,,,,
"1709514100.4949","| savedsearch instrumentation.deployment.clustering.indexer","BEER-PC01","1709514100.630773",0,"1709330400.000000000","1709503199.000000000",0,1709514100,1,0,"1709330400.000000000","1709503199.000000000",completed,"0.129",,,,,,,,,,,,,,,
"1709514101.4950","| savedsearch instrumentation.usage.app.page","BEER-PC01","1709514101.521369",0,"1709330400.000000000","1709503199.000000000",0,1709514101,0,0,"1709330400.000000000","1709503199.000000000",completed,"0.133",,,,,,,,,,,,,,,
"1709514108.4951","search index=_introspection sourcetype=splunk_telemetry | spath date | search  date>=2024-03-02 date<=2024-03-03 (visibility= *anonymous* OR visibility= *license* OR visibility= *support*)","BEER-PC01","1709514108.678729",0,"1709514000.000000000","1709514108.000000000",68,1709514108,68,69,"1709514000.000000000","1709514108.000000000",completed,"0.214",,,,,,,,,,,,,,,
"1709600461.5048","| savedsearch instrumentation.deployment.app","BEER-PC01","1709600461.532421",0,"1709416800.000000000","1709589599.000000000",0,1709600461,18,0,"1709416800.000000000","1709589599.000000000",completed,"0.134",,,,,,,,,,,,,,,
"1709600462.5049","| savedsearch instrumentation.topology.deployment.licensing.slave","BEER-PC01","1709600462.462042",0,"1709416800.000000000","1709589599.000000000",0,1709600462,1,0,"1709416800.000000000","1709589599.000000000",completed,"0.07",,,,,,,,,,,,,,,
"1709600463.5050","| savedsearch instrumentation.usage.search.report_acceleration","BEER-PC01","1709600463.399886",0,"1709416800.000000000","1709589599.000000000",0,1709600463,0,0,"1709416800.000000000","1709589599.000000000",failed,"0.84",,,,,,,,,,,,,,,
"1709600464.5051","| savedsearch instrumentation.usage.search.searchTelemetry","BEER-PC01","1709600465.001158",0,"1709416800.000000000","1709589599.000000000",256,1709600465,0,256,"1709416800.000000000","1709589599.000000000",failed,"0.785",,,,,,,,,,,,,,,
"1709600466.5052","| savedsearch instrumentation.usage.search.searchtelemetry.sourcetypeUsage","BEER-PC01","1709600466.596576",0,"1709416800.000000000","1709589599.000000000",1001,1709600466,0,1001,"1709416800.000000000","1709589599.000000000",failed,"0.791",,,,,,,,,,,,,,,
"1709600468.5053","| savedsearch instrumentation.usage.lookups.lookupDefinitions","BEER-PC01","1709600468.159179",0,"1709416800.000000000","1709589599.000000000",0,1709600468,0,0,"1709416800.000000000","1709589599.000000000",failed,"0.719",,,,,,,,,,,,,,,
"1709600469.5054","| savedsearch instrumentation.performance.bundleReplication","BEER-PC01","1709600469.798845",0,"1709416800.000000000","1709589599.000000000",0,1709600470,0,0,"1709416800.000000000","1709589599.000000000",failed,"0.67",,,,,,,,,,,,,,,
"1709600471.5055","| savedsearch instrumentation.performance.bundleReplicationCycle","BEER-PC01","1709600471.347010",0,"1709416800.000000000","1709589599.000000000",0,1709600471,0,0,"1709416800.000000000","1709589599.000000000",failed,"0.558",,,,,,,,,,,,,,,
"1709600472.5056","| savedsearch instrumentation.usage.metrics","BEER-PC01","1709600472.720825",0,"1709416800.000000000","1709589599.000000000",0,1709600472,0,0,"1709599572.000000000","2147483647.000000000",completed,"0.075",,,,,,,,,,,,,,,
"1709600473.5057","| savedsearch instrumentation.usage.rollup","BEER-PC01","1709600473.648324",0,"1709416800.000000000","1709589599.000000000",0,1709600473,0,0,"1709416800.000000000","1709589599.000000000",failed,"0.879",,,,,,,,,,,,,,,
"1709600475.5058","| savedsearch instrumentation.usage.kvstore","BEER-PC01","1709600475.219283",0,"1709416800.000000000","1709589599.000000000",0,1709600475,1,0,"1709416800.000000000","1709589599.000000000",completed,"0.136",,,,,,,,,,,,,,,
"1709600476.5059","| savedsearch instrumentation.usage.healthMonitor.currentState","BEER-PC01","1709600476.113259",0,"1709416800.000000000","1709589599.000000000",0,1709600476,1,0,"1709416800.000000000","1709589599.000000000",completed,"0.6970000000000001",,,,,,,,,,,,,,,
"1709600477.5060","| savedsearch instrumentation.usage.savedSearches.alerts","BEER-PC01","1709600477.699663",0,"1709416800.000000000","1709589599.000000000",0,1709600477,0,0,"1709416800.000000000","1709589599.000000000",failed,"0.648",,,,,,,,,,,,,,,
"1709600479.5061","| savedsearch instrumentation.usage.streamingMetricAlerts","BEER-PC01","1709600479.068041",0,"1709416800.000000000","1709589599.000000000",0,1709600479,0,0,"1709416800.000000000","1709589599.000000000",failed,"0.7010000000000001",,,,,,,,,,,,,,,
"1709600480.5062","| savedsearch instrumentation.usage.durableSearch","BEER-PC01","1709600480.684760",0,"1709416800.000000000","1709589599.000000000",0,1709600480,0,0,"1709416800.000000000","1709589599.000000000",failed,"0.673",,,,,,,,,,,,,,,
"1709600482.5063","| savedsearch instrumentation.usage.rest","BEER-PC01","1709600482.215211",0,"1709416800.000000000","1709589599.000000000",696,1709600482,4,696,"1709416800.000000000","1709589599.000000000",completed,"0.219",,,,,,,,,,,,,,,
"1709600490.5064","| savedsearch instrumentation.performance.indexing","BEER-PC01","1709600490.508532",0,"1709416800.000000000","1709589599.000000000",5574,1709600490,2,5574,"1709416800.000000000","1709589599.000000000",completed,"0.358",,,,,,,,,,,,,,,
"1709600491.5065","| savedsearch instrumentation.performance.search","BEER-PC01","1709600491.657277",0,"1709416800.000000000","1709589599.000000000",279,1709600491,2,279,"1709416800.000000000","1709589599.000000000",completed,"0.161",,,,,,,,,,,,,,,
"1709600492.5066","| savedsearch instrumentation.usage.search.concurrent","BEER-PC01","1709600492.575295",0,"1709416800.000000000","1709589599.000000000",11,1709600492,2,11,"1709416800.000000000","1709589599.000000000",completed,"0.14400000000000002",,,,,,,,,,,,,,,
"1709600493.5067","| savedsearch instrumentation.usage.users.active","BEER-PC01","1709600493.475577",0,"1709416800.000000000","1709589599.000000000",0,1709600493,0,925,"1709416800.000000000","1709589599.000000000",completed,"0.136",,,,,,,,,,,,,,,
"1709600494.5068","| savedsearch instrumentation.deployment.node","BEER-PC01","1709600494.374543",0,"1709416800.000000000","1709589599.000000000",288,1709600494,2,288,"1709416800.000000000","1709589599.000000000",completed,"0.5660000000000001",,,,,,,,,,,,,,,
"1709600495.5069","| savedsearch instrumentation.deployment.index","BEER-PC01","1709600495.757909",0,"1709416800.000000000","1709589599.000000000",0,1709600496,11,0,"1709416800.000000000","1709589599.000000000",completed,"0.717",,,,,,,,,,,,,,,
"1709600497.5070","| savedsearch instrumentation.usage.search.type","BEER-PC01","1709600497.336836",0,"1709416800.000000000","1709589599.000000000",11,1709600497,2,11,"1709416800.000000000","1709589599.000000000",completed,"0.136",,,,,,,,,,,,,,,
"1709600498.5071","| savedsearch instrumentation.licensing.stack","BEER-PC01","1709600498.195692",0,"1709416800.000000000","1709589599.000000000",2,1709600498,2,2,"1709416800.000000000","1709589599.000000000",completed,"0.165",,,,,,,,,,,,,,,
"1709600499.5072","| savedsearch instrumentation.deployment.forwarders","BEER-PC01","1709600499.100807",0,"1709416800.000000000","1709589599.000000000",0,1709600499,0,0,"1709416800.000000000","1709589599.000000000",completed,"0.148",,,,,,,,,,,,,,,
"1709600499.5073","| savedsearch instrumentation.usage.indexing.sourcetype","BEER-PC01","1709600499.969187",0,"1709416800.000000000","1709589599.000000000",29278,1709600500,31,29278,"1709416800.000000000","1709589599.000000000",completed,"0.464",,,,,,,,,,,,,,,
"1709600501.5074","| savedsearch instrumentation.deployment.clustering.indexer","BEER-PC01","1709600501.341935",0,"1709416800.000000000","1709589599.000000000",0,1709600501,1,0,"1709416800.000000000","1709589599.000000000",completed,"0.129",,,,,,,,,,,,,,,
"1709600502.5075","| savedsearch instrumentation.usage.app.page","BEER-PC01","1709600502.228093",0,"1709416800.000000000","1709589599.000000000",0,1709600502,0,0,"1709416800.000000000","1709589599.000000000",completed,"0.164",,,,,,,,,,,,,,,
"1709600509.5076","search index=_introspection sourcetype=splunk_telemetry | spath date | search  date>=2024-03-03 date<=2024-03-04 (visibility= *anonymous* OR visibility= *license* OR visibility= *support*)","BEER-PC01","1709600509.447388",0,"1709600400.000000000","1709600509.000000000",69,1709600509,69,70,"1709600400.000000000","1709600509.000000000",completed,"0.157",,,,,,,,,,,,,,,
"1709686862.5173","| savedsearch instrumentation.deployment.app","BEER-PC01","1709686862.913553",0,"1709503200.000000000","1709675999.000000000",0,1709686863,18,0,"1709503200.000000000","1709675999.000000000",completed,"0.097",,,,,,,,,,,,,,,
"1709686863.5174","| savedsearch instrumentation.topology.deployment.licensing.slave","BEER-PC01","1709686863.840684",0,"1709503200.000000000","1709675999.000000000",0,1709686864,1,0,"1709503200.000000000","1709675999.000000000",completed,"0.07",,,,,,,,,,,,,,,
"1709686864.5175","| savedsearch instrumentation.usage.search.report_acceleration","BEER-PC01","1709686864.735049",0,"1709503200.000000000","1709675999.000000000",0,1709686864,0,0,"1709503200.000000000","1709675999.000000000",failed,"0.8240000000000001",,,,,,,,,,,,,,,
"1709686866.5176","| savedsearch instrumentation.usage.search.searchTelemetry","BEER-PC01","1709686866.342872",0,"1709503200.000000000","1709675999.000000000",256,1709686866,0,256,"1709503200.000000000","1709675999.000000000",failed,"0.796",,,,,,,,,,,,,,,
"1709686867.5177","| savedsearch instrumentation.usage.search.searchtelemetry.sourcetypeUsage","BEER-PC01","1709686867.885166",0,"1709503200.000000000","1709675999.000000000",1002,1709686868,0,1002,"1709503200.000000000","1709675999.000000000",failed,"0.707",,,,,,,,,,,,,,,
"1709686869.5178","| savedsearch instrumentation.usage.lookups.lookupDefinitions","BEER-PC01","1709686869.424016",0,"1709503200.000000000","1709675999.000000000",0,1709686869,0,0,"1709503200.000000000","1709675999.000000000",failed,"0.732",,,,,,,,,,,,,,,
"1709686870.5179","| savedsearch instrumentation.performance.bundleReplication","BEER-PC01","1709686870.984320",0,"1709503200.000000000","1709675999.000000000",0,1709686871,0,0,"1709503200.000000000","1709675999.000000000",failed,"0.713",,,,,,,,,,,,,,,
"1709686872.5180","| savedsearch instrumentation.performance.bundleReplicationCycle","BEER-PC01","1709686872.543903",0,"1709503200.000000000","1709675999.000000000",0,1709686872,0,0,"1709503200.000000000","1709675999.000000000",failed,"0.648",,,,,,,,,,,,,,,
"1709686873.5181","| savedsearch instrumentation.usage.metrics","BEER-PC01","1709686873.898176",0,"1709503200.000000000","1709675999.000000000",0,1709686874,0,0,"1709685973.000000000","2147483647.000000000",completed,"0.08",,,,,,,,,,,,,,,
"1709686874.5182","| savedsearch instrumentation.usage.rollup","BEER-PC01","1709686874.799932",0,"1709503200.000000000","1709675999.000000000",0,1709686875,0,0,"1709503200.000000000","1709675999.000000000",failed,"0.8150000000000001",,,,,,,,,,,,,,,
"1709686876.5183","| savedsearch instrumentation.usage.kvstore","BEER-PC01","1709686876.369470",0,"1709503200.000000000","1709675999.000000000",0,1709686876,1,0,"1709503200.000000000","1709675999.000000000",completed,"0.117",,,,,,,,,,,,,,,
"1709686877.5184","| savedsearch instrumentation.usage.healthMonitor.currentState","BEER-PC01","1709686877.331269",0,"1709503200.000000000","1709675999.000000000",0,1709686877,1,0,"1709503200.000000000","1709675999.000000000",completed,"0.716",,,,,,,,,,,,,,,
"1709686878.5185","| savedsearch instrumentation.usage.savedSearches.alerts","BEER-PC01","1709686878.874212",0,"1709503200.000000000","1709675999.000000000",0,1709686879,0,0,"1709503200.000000000","1709675999.000000000",failed,"0.715",,,,,,,,,,,,,,,
"1709686880.5186","| savedsearch instrumentation.usage.streamingMetricAlerts","BEER-PC01","1709686880.460274",0,"1709503200.000000000","1709675999.000000000",0,1709686880,0,0,"1709503200.000000000","1709675999.000000000",failed,"0.764",,,,,,,,,,,,,,,
"1709686882.5187","| savedsearch instrumentation.usage.durableSearch","BEER-PC01","1709686882.070421",0,"1709503200.000000000","1709675999.000000000",0,1709686882,0,0,"1709503200.000000000","1709675999.000000000",failed,"0.645",,,,,,,,,,,,,,,
"1709686883.5188","| savedsearch instrumentation.usage.rest","BEER-PC01","1709686883.420610",0,"1709503200.000000000","1709675999.000000000",697,1709686883,4,697,"1709503200.000000000","1709675999.000000000",completed,"0.169",,,,,,,,,,,,,,,
"1709686891.5189","| savedsearch instrumentation.performance.indexing","BEER-PC01","1709686891.727305",0,"1709503200.000000000","1709675999.000000000",5574,1709686892,2,5574,"1709503200.000000000","1709675999.000000000",completed,"0.305",,,,,,,,,,,,,,,
"1709686892.5190","| savedsearch instrumentation.performance.search","BEER-PC01","1709686892.892862",0,"1709503200.000000000","1709675999.000000000",279,1709686893,2,279,"1709503200.000000000","1709675999.000000000",completed,"0.161",,,,,,,,,,,,,,,
"1709686893.5191","| savedsearch instrumentation.usage.search.concurrent","BEER-PC01","1709686893.943663",0,"1709503200.000000000","1709675999.000000000",13,1709686894,2,13,"1709503200.000000000","1709675999.000000000",completed,"0.14",,,,,,,,,,,,,,,
"1709686894.5192","| savedsearch instrumentation.usage.users.active","BEER-PC01","1709686894.877788",0,"1709503200.000000000","1709675999.000000000",0,1709686895,0,926,"1709503200.000000000","1709675999.000000000",completed,"0.137",,,,,,,,,,,,,,,
"1709686895.5193","| savedsearch instrumentation.deployment.node","BEER-PC01","1709686895.750595",0,"1709503200.000000000","1709675999.000000000",288,1709686896,2,288,"1709503200.000000000","1709675999.000000000",completed,"0.53",,,,,,,,,,,,,,,
"1709686897.5194","| savedsearch instrumentation.deployment.index","BEER-PC01","1709686897.093934",0,"1709503200.000000000","1709675999.000000000",0,1709686897,11,0,"1709503200.000000000","1709675999.000000000",completed,"0.639",,,,,,,,,,,,,,,
"1709686898.5195","| savedsearch instrumentation.usage.search.type","BEER-PC01","1709686898.492291",0,"1709503200.000000000","1709675999.000000000",13,1709686898,2,13,"1709503200.000000000","1709675999.000000000",completed,"0.134",,,,,,,,,,,,,,,
"1709686899.5196","| savedsearch instrumentation.licensing.stack","BEER-PC01","1709686899.415511",0,"1709503200.000000000","1709675999.000000000",2,1709686899,2,2,"1709503200.000000000","1709675999.000000000",completed,"0.158",,,,,,,,,,,,,,,
"1709686900.5197","| savedsearch instrumentation.deployment.forwarders","BEER-PC01","1709686900.334447",0,"1709503200.000000000","1709675999.000000000",0,1709686900,0,0,"1709503200.000000000","1709675999.000000000",completed,"0.147",,,,,,,,,,,,,,,
"1709686901.5198","| savedsearch instrumentation.usage.indexing.sourcetype","BEER-PC01","1709686901.277024",0,"1709503200.000000000","1709675999.000000000",29273,1709686901,31,29273,"1709503200.000000000","1709675999.000000000",completed,"0.427",,,,,,,,,,,,,,,
"1709686902.5199","| savedsearch instrumentation.deployment.clustering.indexer","BEER-PC01","1709686902.441219",0,"1709503200.000000000","1709675999.000000000",0,1709686902,1,0,"1709503200.000000000","1709675999.000000000",completed,"0.13",,,,,,,,,,,,,,,
"1709686903.5200","| savedsearch instrumentation.usage.app.page","BEER-PC01","1709686903.356775",0,"1709503200.000000000","1709675999.000000000",0,1709686903,0,0,"1709503200.000000000","1709675999.000000000",completed,"0.17",,,,,,,,,,,,,,,
"1709686910.5201","search index=_introspection sourcetype=splunk_telemetry | spath date | search  date>=2024-03-04 date<=2024-03-05 (visibility= *anonymous* OR visibility= *license* OR visibility= *support*)","BEER-PC01","1709686910.576315",0,"1709686800.000000000","1709686910.000000000",69,1709686910,69,70,"1709686800.000000000","1709686910.000000000",completed,"0.189",,,,,,,,,,,,,,,
"1711588612.3","| savedsearch instrumentation.deployment.app","BEER-PC01","1711588612.427574",0,"1709589600.000000000","1711576799.000000000",0,1711588612,18,0,"1709589600.000000000","1711576799.000000000",completed,"0.092",,,,,,,,,,,,,,,
"1711588613.4","| savedsearch instrumentation.topology.deployment.licensing.slave","BEER-PC01","1711588613.222473",0,"1709589600.000000000","1711576799.000000000",0,1711588613,1,0,"1709589600.000000000","1711576799.000000000",completed,"0.07100000000000001",,,,,,,,,,,,,,,
"1711588613.5","| savedsearch instrumentation.usage.search.report_acceleration","BEER-PC01","1711588614.000146",0,"1709589600.000000000","1711576799.000000000",0,1711588614,0,0,"1709589600.000000000","1711576799.000000000",failed,"0.834",,,,,,,,,,,,,,,
"1711588615.6","| savedsearch instrumentation.usage.search.searchTelemetry","BEER-PC01","1711588615.436550",0,"1709589600.000000000","1711576799.000000000",88,1711588615,0,88,"1709589600.000000000","1711576799.000000000",failed,"0.8210000000000001",,,,,,,,,,,,,,,
"1711588616.7","| savedsearch instrumentation.usage.search.searchtelemetry.sourcetypeUsage","BEER-PC01","1711588616.874443",0,"1709589600.000000000","1711576799.000000000",1077,1711588617,0,1077,"1709589600.000000000","1711576799.000000000",failed,"0.6970000000000001",,,,,,,,,,,,,,,
