key,time,count
Updated On,0CBJUAAG000000,155
Ward,0CBJUAAG000000,154
X Coordinate,0CBJUAAG000000,91
Y Coordinate,0CBJUAAG000000,91
Year,0CBJUAAG000000,155
date_hour,0CBJUAAG000000,155
date_mday,0CBJUAAG000000,155
date_minute,0CBJUAAG000000,155
date_month,0CBJUAAG000000,155
date_second,0CBJUAAG000000,155
date_wday,0CBJUAAG000000,155
date_year,0CBJUAAG000000,155
date_zone,0CBJUAAG000000,155
host,0CBJUAAG000000,155
linecount,0CBJUAAG000000,155
punct,0CBJUAAG000000,155
source,0CBJUAAG000000,155
sourcetype,0CBJUAAG000000,155
timeendpos,0CBJUAAG000000,155
timestartpos,0CBJUAAG000000,155
,0CBMDDIG000000,119
Arrest,0CBMDDIG000000,119
Beat,0CBMDDIG000000,119
Block,0CBMDDIG000000,119
Case Number,0CBMDDIG000000,119
Community Area,0CBMDDIG000000,118
Date,0CBMDDIG000000,119
Description,0CBMDDIG000000,119
District,0CBMDDIG000000,119
Domestic,0CBMDDIG000000,119
FBI Code,0CBMDDIG000000,119
ID,0CBMDDIG000000,119
IUCR,0CBMDDIG000000,119
Latitude,0CBMDDIG000000,86
Location,0CBMDDIG000000,86
Location Description,0CBMDDIG000000,112
Longitude,0CBMDDIG000000,86
Primary Type,0CBMDDIG000000,119
Updated On,0CBMDDIG000000,119
Ward,0CBMDDIG000000,118
X Coordinate,0CBMDDIG000000,86
Y Coordinate,0CBMDDIG000000,86
Year,0CBMDDIG000000,119
date_hour,0CBMDDIG000000,119
date_mday,0CBMDDIG000000,119
date_minute,0CBMDDIG000000,119
date_month,0CBMDDIG000000,119
date_second,0CBMDDIG000000,119
date_wday,0CBMDDIG000000,119
date_year,0CBMDDIG000000,119
date_zone,0CBMDDIG000000,119
host,0CBMDDIG000000,119
linecount,0CBMDDIG000000,119
punct,0CBMDDIG000000,119
source,0CBMDDIG000000,119
sourcetype,0CBMDDIG000000,119
timeendpos,0CBMDDIG000000,119
timestartpos,0CBMDDIG000000,119
,0CBOV8N0000000,137
Arrest,0CBOV8N0000000,137
Beat,0CBOV8N0000000,137
Block,0CBOV8N0000000,137
Case Number,0CBOV8N0000000,137
Community Area,0CBOV8N0000000,137
Date,0CBOV8N0000000,137
Description,0CBOV8N0000000,137
District,0CBOV8N0000000,137
Domestic,0CBOV8N0000000,137
FBI Code,0CBOV8N0000000,137
ID,0CBOV8N0000000,137
IUCR,0CBOV8N0000000,137
Latitude,0CBOV8N0000000,83
Location,0CBOV8N0000000,83
Location Description,0CBOV8N0000000,128
Longitude,0CBOV8N0000000,83
Primary Type,0CBOV8N0000000,137
Updated On,0CBOV8N0000000,137
Ward,0CBOV8N0000000,137
X Coordinate,0CBOV8N0000000,83
Y Coordinate,0CBOV8N0000000,83
Year,0CBOV8N0000000,137
date_hour,0CBOV8N0000000,137
date_mday,0CBOV8N0000000,137
date_minute,0CBOV8N0000000,137
date_month,0CBOV8N0000000,137
date_second,0CBOV8N0000000,137
date_wday,0CBOV8N0000000,137
date_year,0CBOV8N0000000,137
date_zone,0CBOV8N0000000,137
host,0CBOV8N0000000,137
linecount,0CBOV8N0000000,137
punct,0CBOV8N0000000,137
source,0CBOV8N0000000,137
sourcetype,0CBOV8N0000000,137
timeendpos,0CBOV8N0000000,137
timestartpos,0CBOV8N0000000,137
,0CBREBV0000000,105
Arrest,0CBREBV0000000,105
Beat,0CBREBV0000000,105
Block,0CBREBV0000000,105
Case Number,0CBREBV0000000,105
Community Area,0CBREBV0000000,105
Date,0CBREBV0000000,105
Description,0CBREBV0000000,105
District,0CBREBV0000000,105
Domestic,0CBREBV0000000,105
FBI Code,0CBREBV0000000,105
ID,0CBREBV0000000,105
IUCR,0CBREBV0000000,105
Latitude,0CBREBV0000000,76
Location,0CBREBV0000000,76
Location Description,0CBREBV0000000,101
Longitude,0CBREBV0000000,76
Primary Type,0CBREBV0000000,105
Updated On,0CBREBV0000000,105
Ward,0CBREBV0000000,105
X Coordinate,0CBREBV0000000,76
Y Coordinate,0CBREBV0000000,76
Year,0CBREBV0000000,105
date_hour,0CBREBV0000000,105
date_mday,0CBREBV0000000,105
date_minute,0CBREBV0000000,105
date_month,0CBREBV0000000,105
date_second,0CBREBV0000000,105
date_wday,0CBREBV0000000,105
date_year,0CBREBV0000000,105
date_zone,0CBREBV0000000,105
host,0CBREBV0000000,105
linecount,0CBREBV0000000,105
punct,0CBREBV0000000,105
source,0CBREBV0000000,105
sourcetype,0CBREBV0000000,105
timeendpos,0CBREBV0000000,105
timestartpos,0CBREBV0000000,105
,0CBU03J0000000,194
Arrest,0CBU03J0000000,194
Beat,0CBU03J0000000,194
Block,0CBU03J0000000,194
Case Number,0CBU03J0000000,194
Community Area,0CBU03J0000000,193
Date,0CBU03J0000000,194
Description,0CBU03J0000000,194
District,0CBU03J0000000,194
Domestic,0CBU03J0000000,194
FBI Code,0CBU03J0000000,194
ID,0CBU03J0000000,194
IUCR,0CBU03J0000000,194
Latitude,0CBU03J0000000,115
Location,0CBU03J0000000,115
Location Description,0CBU03J0000000,189
Longitude,0CBU03J0000000,115
Primary Type,0CBU03J0000000,194
Updated On,0CBU03J0000000,194
Ward,0CBU03J0000000,193
X Coordinate,0CBU03J0000000,115
Y Coordinate,0CBU03J0000000,115
Year,0CBU03J0000000,194
date_hour,0CBU03J0000000,194
date_mday,0CBU03J0000000,194
date_minute,0CBU03J0000000,194
date_month,0CBU03J0000000,194
date_second,0CBU03J0000000,194
date_wday,0CBU03J0000000,194
date_year,0CBU03J0000000,194
date_zone,0CBU03J0000000,194
host,0CBU03J0000000,194
linecount,0CBU03J0000000,194
punct,0CBU03J0000000,194
source,0CBU03J0000000,194
sourcetype,0CBU03J0000000,194
timeendpos,0CBU03J0000000,194
timestartpos,0CBU03J0000000,194
,0CC0HR70000000,139
Arrest,0CC0HR70000000,139
Beat,0CC0HR70000000,139
Block,0CC0HR70000000,139
Case Number,0CC0HR70000000,139
Community Area,0CC0HR70000000,139
Date,0CC0HR70000000,139
Description,0CC0HR70000000,139
District,0CC0HR70000000,139
Domestic,0CC0HR70000000,139
FBI Code,0CC0HR70000000,139
ID,0CC0HR70000000,139
IUCR,0CC0HR70000000,139
Latitude,0CC0HR70000000,73
Location,0CC0HR70000000,73
Location Description,0CC0HR70000000,132
Longitude,0CC0HR70000000,73
Primary Type,0CC0HR70000000,139
Updated On,0CC0HR70000000,139
Ward,0CC0HR70000000,139
X Coordinate,0CC0HR70000000,73
Y Coordinate,0CC0HR70000000,73
Year,0CC0HR70000000,139
date_hour,0CC0HR70000000,139
date_mday,0CC0HR70000000,139
date_minute,0CC0HR70000000,139
date_month,0CC0HR70000000,139
date_second,0CC0HR70000000,139
date_wday,0CC0HR70000000,139
date_year,0CC0HR70000000,139
date_zone,0CC0HR70000000,139
host,0CC0HR70000000,139
linecount,0CC0HR70000000,139
punct,0CC0HR70000000,139
source,0CC0HR70000000,139
sourcetype,0CC0HR70000000,139
timeendpos,0CC0HR70000000,139
timestartpos,0CC0HR70000000,139
,0CC2RLN0000000,111
Arrest,0CC2RLN0000000,111
Beat,0CC2RLN0000000,111
Block,0CC2RLN0000000,111
Case Number,0CC2RLN0000000,111
Community Area,0CC2RLN0000000,111
Date,0CC2RLN0000000,111
Description,0CC2RLN0000000,111
District,0CC2RLN0000000,111
Domestic,0CC2RLN0000000,111
FBI Code,0CC2RLN0000000,111
ID,0CC2RLN0000000,111
IUCR,0CC2RLN0000000,111
Latitude,0CC2RLN0000000,59
Location,0CC2RLN0000000,59
Location Description,0CC2RLN0000000,104
Longitude,0CC2RLN0000000,59
Primary Type,0CC2RLN0000000,111
Updated On,0CC2RLN0000000,111
Ward,0CC2RLN0000000,111
X Coordinate,0CC2RLN0000000,59
Y Coordinate,0CC2RLN0000000,59
Year,0CC2RLN0000000,111
date_hour,0CC2RLN0000000,111
date_mday,0CC2RLN0000000,111
date_minute,0CC2RLN0000000,111
date_month,0CC2RLN0000000,111
date_second,0CC2RLN0000000,111
date_wday,0CC2RLN0000000,111
date_year,0CC2RLN0000000,111
date_zone,0CC2RLN0000000,111
host,0CC2RLN0000000,111
linecount,0CC2RLN0000000,111
punct,0CC2RLN0000000,111
source,0CC2RLN0000000,111
sourcetype,0CC2RLN0000000,111
timeendpos,0CC2RLN0000000,111
timestartpos,0CC2RLN0000000,111
,0CC5D9QG000000,147
Arrest,0CC5D9QG000000,147
Beat,0CC5D9QG000000,147
Block,0CC5D9QG000000,147
Case Number,0CC5D9QG000000,147
Community Area,0CC5D9QG000000,147
Date,0CC5D9QG000000,147
Description,0CC5D9QG000000,147
District,0CC5D9QG000000,147
Domestic,0CC5D9QG000000,147
FBI Code,0CC5D9QG000000,147
ID,0CC5D9QG000000,147
IUCR,0CC5D9QG000000,147
Latitude,0CC5D9QG000000,53
Location,0CC5D9QG000000,53
Location Description,0CC5D9QG000000,140
Longitude,0CC5D9QG000000,53
Primary Type,0CC5D9QG000000,147
Updated On,0CC5D9QG000000,147
Ward,0CC5D9QG000000,147
X Coordinate,0CC5D9QG000000,53
Y Coordinate,0CC5D9QG000000,53
Year,0CC5D9QG000000,147
date_hour,0CC5D9QG000000,147
date_mday,0CC5D9QG000000,147
date_minute,0CC5D9QG000000,147
date_month,0CC5D9QG000000,147
date_second,0CC5D9QG000000,147
date_wday,0CC5D9QG000000,147
date_year,0CC5D9QG000000,147
date_zone,0CC5D9QG000000,147
host,0CC5D9QG000000,147
linecount,0CC5D9QG000000,147
punct,0CC5D9QG000000,147
source,0CC5D9QG000000,147
sourcetype,0CC5D9QG000000,147
timeendpos,0CC5D9QG000000,147
timestartpos,0CC5D9QG000000,147
,0CC7SD2G000000,76
Arrest,0CC7SD2G000000,76
Beat,0CC7SD2G000000,76
Block,0CC7SD2G000000,76
Case Number,0CC7SD2G000000,76
Community Area,0CC7SD2G000000,74
Date,0CC7SD2G000000,76
Description,0CC7SD2G000000,76
District,0CC7SD2G000000,76
Domestic,0CC7SD2G000000,76
FBI Code,0CC7SD2G000000,76
ID,0CC7SD2G000000,76
IUCR,0CC7SD2G000000,76
Latitude,0CC7SD2G000000,30
Location,0CC7SD2G000000,30
Location Description,0CC7SD2G000000,70
Longitude,0CC7SD2G000000,30
Primary Type,0CC7SD2G000000,76
Updated On,0CC7SD2G000000,76
Ward,0CC7SD2G000000,74
X Coordinate,0CC7SD2G000000,30
Y Coordinate,0CC7SD2G000000,30
Year,0CC7SD2G000000,76
date_hour,0CC7SD2G000000,76
date_mday,0CC7SD2G000000,76
date_minute,0CC7SD2G000000,76
date_month,0CC7SD2G000000,76
date_second,0CC7SD2G000000,76
date_wday,0CC7SD2G000000,76
date_year,0CC7SD2G000000,76
date_zone,0CC7SD2G000000,76
host,0CC7SD2G000000,76
linecount,0CC7SD2G000000,76
punct,0CC7SD2G000000,76
source,0CC7SD2G000000,76
sourcetype,0CC7SD2G000000,76
timeendpos,0CC7SD2G000000,76
timestartpos,0CC7SD2G000000,76
,0CCCT7UG000000,92
Arrest,0CCCT7UG000000,92
Beat,0CCCT7UG000000,92
Block,0CCCT7UG000000,92
Case Number,0CCCT7UG000000,92
Community Area,0CCCT7UG000000,90
Date,0CCCT7UG000000,92
Description,0CCCT7UG000000,92
District,0CCCT7UG000000,92
Domestic,0CCCT7UG000000,92
FBI Code,0CCCT7UG000000,92
ID,0CCCT7UG000000,92
IUCR,0CCCT7UG000000,92
Latitude,0CCCT7UG000000,26
Location,0CCCT7UG000000,26
Location Description,0CCCT7UG000000,87
Longitude,0CCCT7UG000000,26
Primary Type,0CCCT7UG000000,92
Updated On,0CCCT7UG000000,92
Ward,0CCCT7UG000000,90
X Coordinate,0CCCT7UG000000,26
Y Coordinate,0CCCT7UG000000,26
Year,0CCCT7UG000000,92
date_hour,0CCCT7UG000000,92
date_mday,0CCCT7UG000000,92
date_minute,0CCCT7UG000000,92
date_month,0CCCT7UG000000,92
date_second,0CCCT7UG000000,92
date_wday,0CCCT7UG000000,92
date_year,0CCCT7UG000000,92
date_zone,0CCCT7UG000000,92
host,0CCCT7UG000000,92
linecount,0CCCT7UG000000,92
punct,0CCCT7UG000000,92
source,0CCCT7UG000000,92
sourcetype,0CCCT7UG000000,92
timeendpos,0CCCT7UG000000,92
timestartpos,0CCCT7UG000000,92
,0CCFEVIG000000,190
Arrest,0CCFEVIG000000,190
Beat,0CCFEVIG000000,190
Block,0CCFEVIG000000,190
Case Number,0CCFEVIG000000,190
Community Area,0CCFEVIG000000,188
Date,0CCFEVIG000000,190
Description,0CCFEVIG000000,190
District,0CCFEVIG000000,190
Domestic,0CCFEVIG000000,190
FBI Code,0CCFEVIG000000,190
ID,0CCFEVIG000000,190
IUCR,0CCFEVIG000000,190
Latitude,0CCFEVIG000000,70
Location,0CCFEVIG000000,70
Location Description,0CCFEVIG000000,177
Longitude,0CCFEVIG000000,70
Primary Type,0CCFEVIG000000,190
Updated On,0CCFEVIG000000,190
Ward,0CCFEVIG000000,188
X Coordinate,0CCFEVIG000000,70
Y Coordinate,0CCFEVIG000000,70
Year,0CCFEVIG000000,190
date_hour,0CCFEVIG000000,190
date_mday,0CCFEVIG000000,190
date_minute,0CCFEVIG000000,190
date_month,0CCFEVIG000000,190
date_second,0CCFEVIG000000,190
date_wday,0CCFEVIG000000,190
date_year,0CCFEVIG000000,190
date_zone,0CCFEVIG000000,190
host,0CCFEVIG000000,190
linecount,0CCFEVIG000000,190
punct,0CCFEVIG000000,190
source,0CCFEVIG000000,190
sourcetype,0CCFEVIG000000,190
timeendpos,0CCFEVIG000000,190
timestartpos,0CCFEVIG000000,190
,0CCI0N6G000000,159
Arrest,0CCI0N6G000000,159
Beat,0CCI0N6G000000,159
Block,0CCI0N6G000000,159
Case Number,0CCI0N6G000000,159
Community Area,0CCI0N6G000000,158
Date,0CCI0N6G000000,159
Description,0CCI0N6G000000,159
District,0CCI0N6G000000,159
Domestic,0CCI0N6G000000,159
FBI Code,0CCI0N6G000000,159
ID,0CCI0N6G000000,159
IUCR,0CCI0N6G000000,159
Latitude,0CCI0N6G000000,64
Location,0CCI0N6G000000,64
Location Description,0CCI0N6G000000,152
Longitude,0CCI0N6G000000,64
Primary Type,0CCI0N6G000000,159
Updated On,0CCI0N6G000000,159
Ward,0CCI0N6G000000,158
X Coordinate,0CCI0N6G000000,64
Y Coordinate,0CCI0N6G000000,64
Year,0CCI0N6G000000,159
date_hour,0CCI0N6G000000,159
date_mday,0CCI0N6G000000,159
date_minute,0CCI0N6G000000,159
date_month,0CCI0N6G000000,159
date_second,0CCI0N6G000000,159
date_wday,0CCI0N6G000000,159
date_year,0CCI0N6G000000,159
date_zone,0CCI0N6G000000,159
host,0CCI0N6G000000,159
linecount,0CCI0N6G000000,159
punct,0CCI0N6G000000,159
source,0CCI0N6G000000,159
sourcetype,0CCI0N6G000000,159
timeendpos,0CCI0N6G000000,159
timestartpos,0CCI0N6G000000,159
,0CCKFQEG000000,57
Arrest,0CCKFQEG000000,57
Beat,0CCKFQEG000000,57
Block,0CCKFQEG000000,57
Case Number,0CCKFQEG000000,57
Community Area,0CCKFQEG000000,57
Date,0CCKFQEG000000,57
Description,0CCKFQEG000000,57
District,0CCKFQEG000000,57
Domestic,0CCKFQEG000000,57
FBI Code,0CCKFQEG000000,57
ID,0CCKFQEG000000,57
IUCR,0CCKFQEG000000,57
Latitude,0CCKFQEG000000,36
Location,0CCKFQEG000000,36
Location Description,0CCKFQEG000000,53
Longitude,0CCKFQEG000000,36
Primary Type,0CCKFQEG000000,57
Updated On,0CCKFQEG000000,57
Ward,0CCKFQEG000000,57
X Coordinate,0CCKFQEG000000,36
Y Coordinate,0CCKFQEG000000,36
Year,0CCKFQEG000000,57
date_hour,0CCKFQEG000000,57
date_mday,0CCKFQEG000000,57
date_minute,0CCKFQEG000000,57
date_month,0CCKFQEG000000,57
date_second,0CCKFQEG000000,57
date_wday,0CCKFQEG000000,57
date_year,0CCKFQEG000000,57
date_zone,0CCKFQEG000000,57
host,0CCKFQEG000000,57
linecount,0CCKFQEG000000,57
punct,0CCKFQEG000000,57
source,0CCKFQEG000000,57
sourcetype,0CCKFQEG000000,57
timeendpos,0CCKFQEG000000,57
timestartpos,0CCKFQEG000000,57
,0CCN1LJ0000000,66
Arrest,0CCN1LJ0000000,66
Beat,0CCN1LJ0000000,66
Block,0CCN1LJ0000000,66
Case Number,0CCN1LJ0000000,66
Community Area,0CCN1LJ0000000,65
Date,0CCN1LJ0000000,66
Description,0CCN1LJ0000000,66
District,0CCN1LJ0000000,66
Domestic,0CCN1LJ0000000,66
FBI Code,0CCN1LJ0000000,66
ID,0CCN1LJ0000000,66
IUCR,0CCN1LJ0000000,66
Latitude,0CCN1LJ0000000,43
Location,0CCN1LJ0000000,43
Location Description,0CCN1LJ0000000,64
Longitude,0CCN1LJ0000000,43
Primary Type,0CCN1LJ0000000,66
Updated On,0CCN1LJ0000000,66
Ward,0CCN1LJ0000000,65
X Coordinate,0CCN1LJ0000000,43
Y Coordinate,0CCN1LJ0000000,43
Year,0CCN1LJ0000000,66
date_hour,0CCN1LJ0000000,66
date_mday,0CCN1LJ0000000,66
date_minute,0CCN1LJ0000000,66
date_month,0CCN1LJ0000000,66
date_second,0CCN1LJ0000000,66
date_wday,0CCN1LJ0000000,66
date_year,0CCN1LJ0000000,66
date_zone,0CCN1LJ0000000,66
host,0CCN1LJ0000000,66
linecount,0CCN1LJ0000000,66
punct,0CCN1LJ0000000,66
source,0CCN1LJ0000000,66
sourcetype,0CCN1LJ0000000,66
timeendpos,0CCN1LJ0000000,66
timestartpos,0CCN1LJ0000000,66
,0CCPGOR0000000,59
Arrest,0CCPGOR0000000,59
Beat,0CCPGOR0000000,59
Block,0CCPGOR0000000,59
Case Number,0CCPGOR0000000,59
Community Area,0CCPGOR0000000,58
Date,0CCPGOR0000000,59
Description,0CCPGOR0000000,59
District,0CCPGOR0000000,59
Domestic,0CCPGOR0000000,59
FBI Code,0CCPGOR0000000,59
ID,0CCPGOR0000000,59
IUCR,0CCPGOR0000000,59
Latitude,0CCPGOR0000000,48
Location,0CCPGOR0000000,48
Location Description,0CCPGOR0000000,58
Longitude,0CCPGOR0000000,48
Primary Type,0CCPGOR0000000,59
Updated On,0CCPGOR0000000,59
Ward,0CCPGOR0000000,58
X Coordinate,0CCPGOR0000000,48
Y Coordinate,0CCPGOR0000000,48
Year,0CCPGOR0000000,59
date_hour,0CCPGOR0000000,59
date_mday,0CCPGOR0000000,59
date_minute,0CCPGOR0000000,59
date_month,0CCPGOR0000000,59
date_second,0CCPGOR0000000,59
date_wday,0CCPGOR0000000,59
date_year,0CCPGOR0000000,59
date_zone,0CCPGOR0000000,59
host,0CCPGOR0000000,59
linecount,0CCPGOR0000000,59
punct,0CCPGOR0000000,59
source,0CCPGOR0000000,59
sourcetype,0CCPGOR0000000,59
timeendpos,0CCPGOR0000000,59
timestartpos,0CCPGOR0000000,59
,0CCS2GF0000000,21
Arrest,0CCS2GF0000000,21
Beat,0CCS2GF0000000,21
Block,0CCS2GF0000000,21
Case Number,0CCS2GF0000000,21
Community Area,0CCS2GF0000000,21
Date,0CCS2GF0000000,21
Description,0CCS2GF0000000,21
District,0CCS2GF0000000,21
Domestic,0CCS2GF0000000,21
FBI Code,0CCS2GF0000000,21
ID,0CCS2GF0000000,21
IUCR,0CCS2GF0000000,21
Latitude,0CCS2GF0000000,21
Location,0CCS2GF0000000,21
Location Description,0CCS2GF0000000,21
Longitude,0CCS2GF0000000,21
Primary Type,0CCS2GF0000000,21
Updated On,0CCS2GF0000000,21
Ward,0CCS2GF0000000,21
X Coordinate,0CCS2GF0000000,21
Y Coordinate,0CCS2GF0000000,21
Year,0CCS2GF0000000,21
date_hour,0CCS2GF0000000,21
date_mday,0CCS2GF0000000,21
date_minute,0CCS2GF0000000,21
date_month,0CCS2GF0000000,21
date_second,0CCS2GF0000000,21
date_wday,0CCS2GF0000000,21
date_year,0CCS2GF0000000,21
date_zone,0CCS2GF0000000,21
host,0CCS2GF0000000,21
linecount,0CCS2GF0000000,21
punct,0CCS2GF0000000,21
source,0CCS2GF0000000,21
sourcetype,0CCS2GF0000000,21
timeendpos,0CCS2GF0000000,21
timestartpos,0CCS2GF0000000,21
,0CCUK830000000,123
Arrest,0CCUK830000000,123
Beat,0CCUK830000000,123
Block,0CCUK830000000,123
Case Number,0CCUK830000000,123
Community Area,0CCUK830000000,122
Date,0CCUK830000000,123
Description,0CCUK830000000,123
District,0CCUK830000000,123
Domestic,0CCUK830000000,123
FBI Code,0CCUK830000000,123
ID,0CCUK830000000,123
IUCR,0CCUK830000000,123
Latitude,0CCUK830000000,98
Location,0CCUK830000000,98
Location Description,0CCUK830000000,119
Longitude,0CCUK830000000,98
Primary Type,0CCUK830000000,123
Updated On,0CCUK830000000,123
Ward,0CCUK830000000,122
X Coordinate,0CCUK830000000,98
Y Coordinate,0CCUK830000000,98
Year,0CCUK830000000,123
date_hour,0CCUK830000000,123
date_mday,0CCUK830000000,123
date_minute,0CCUK830000000,123
date_month,0CCUK830000000,123
date_second,0CCUK830000000,123
date_wday,0CCUK830000000,123
date_year,0CCUK830000000,123
date_zone,0CCUK830000000,123
host,0CCUK830000000,123
linecount,0CCUK830000000,123
punct,0CCUK830000000,123
source,0CCUK830000000,123
sourcetype,0CCUK830000000,123
timeendpos,0CCUK830000000,123
timestartpos,0CCUK830000000,123
,0CD0U2J0000000,28
Arrest,0CD0U2J0000000,28
Beat,0CD0U2J0000000,28
Block,0CD0U2J0000000,28
Case Number,0CD0U2J0000000,28
Community Area,0CD0U2J0000000,28
Date,0CD0U2J0000000,28
Description,0CD0U2J0000000,28
District,0CD0U2J0000000,28
Domestic,0CD0U2J0000000,28
FBI Code,0CD0U2J0000000,28
ID,0CD0U2J0000000,28
IUCR,0CD0U2J0000000,28
Latitude,0CD0U2J0000000,10
Location,0CD0U2J0000000,10
Location Description,0CD0U2J0000000,28
Longitude,0CD0U2J0000000,10
Primary Type,0CD0U2J0000000,28
Updated On,0CD0U2J0000000,28
Ward,0CD0U2J0000000,28
X Coordinate,0CD0U2J0000000,10
Y Coordinate,0CD0U2J0000000,10
Year,0CD0U2J0000000,28
date_hour,0CD0U2J0000000,28
date_mday,0CD0U2J0000000,28
date_minute,0CD0U2J0000000,28
date_month,0CD0U2J0000000,28
date_second,0CD0U2J0000000,28
date_wday,0CD0U2J0000000,28
date_year,0CD0U2J0000000,28
date_zone,0CD0U2J0000000,28
host,0CD0U2J0000000,28
linecount,0CD0U2J0000000,28
punct,0CD0U2J0000000,28
source,0CD0U2J0000000,28
sourcetype,0CD0U2J0000000,28
timeendpos,0CD0U2J0000000,28
timestartpos,0CD0U2J0000000,28
,0CD8GHIG000000,101
Arrest,0CD8GHIG000000,101
Beat,0CD8GHIG000000,101
Block,0CD8GHIG000000,101
Case Number,0CD8GHIG000000,101
Community Area,0CD8GHIG000000,97
Date,0CD8GHIG000000,101
Description,0CD8GHIG000000,101
District,0CD8GHIG000000,101
Domestic,0CD8GHIG000000,101
FBI Code,0CD8GHIG000000,101
ID,0CD8GHIG000000,101
IUCR,0CD8GHIG000000,101
Latitude,0CD8GHIG000000,90
Location,0CD8GHIG000000,90
Location Description,0CD8GHIG000000,100
Longitude,0CD8GHIG000000,90
Primary Type,0CD8GHIG000000,101
Updated On,0CD8GHIG000000,101
Ward,0CD8GHIG000000,95
X Coordinate,0CD8GHIG000000,90
Y Coordinate,0CD8GHIG000000,90
Year,0CD8GHIG000000,101
date_hour,0CD8GHIG000000,101
date_mday,0CD8GHIG000000,101
date_minute,0CD8GHIG000000,101
date_month,0CD8GHIG000000,101
date_second,0CD8GHIG000000,101
date_wday,0CD8GHIG000000,101
date_year,0CD8GHIG000000,101
date_zone,0CD8GHIG000000,101
host,0CD8GHIG000000,101
linecount,0CD8GHIG000000,101
punct,0CD8GHIG000000,101
source,0CD8GHIG000000,101
sourcetype,0CD8GHIG000000,101
timeendpos,0CD8GHIG000000,101
timestartpos,0CD8GHIG000000,101
,0CDDHCEG000000,2
Arrest,0CDDHCEG000000,2
Beat,0CDDHCEG000000,2
Block,0CDDHCEG000000,2
Case Number,0CDDHCEG000000,2
Community Area,0CDDHCEG000000,2
Date,0CDDHCEG000000,2
Description,0CDDHCEG000000,2
District,0CDDHCEG000000,2
Domestic,0CDDHCEG000000,2
FBI Code,0CDDHCEG000000,2
ID,0CDDHCEG000000,2
IUCR,0CDDHCEG000000,2
Latitude,0CDDHCEG000000,0
Location,0CDDHCEG000000,0
Location Description,0CDDHCEG000000,2
Longitude,0CDDHCEG000000,0
Primary Type,0CDDHCEG000000,2
Updated On,0CDDHCEG000000,2
Ward,0CDDHCEG000000,2
X Coordinate,0CDDHCEG000000,0
Y Coordinate,0CDDHCEG000000,0
Year,0CDDHCEG000000,2
date_hour,0CDDHCEG000000,2
date_mday,0CDDHCEG000000,2
date_minute,0CDDHCEG000000,2
date_month,0CDDHCEG000000,2
date_second,0CDDHCEG000000,2
date_wday,0CDDHCEG000000,2
date_year,0CDDHCEG000000,2
date_zone,0CDDHCEG000000,2
host,0CDDHCEG000000,2
linecount,0CDDHCEG000000,2
punct,0CDDHCEG000000,2
source,0CDDHCEG000000,2
sourcetype,0CDDHCEG000000,2
timeendpos,0CDDHCEG000000,2
timestartpos,0CDDHCEG000000,2
,0CDG342G000000,5
Arrest,0CDG342G000000,5
Beat,0CDG342G000000,5
Block,0CDG342G000000,5
Case Number,0CDG342G000000,5
Community Area,0CDG342G000000,5
Date,0CDG342G000000,5
Description,0CDG342G000000,5
District,0CDG342G000000,5
Domestic,0CDG342G000000,5
FBI Code,0CDG342G000000,5
ID,0CDG342G000000,5
IUCR,0CDG342G000000,5
Latitude,0CDG342G000000,4
Location,0CDG342G000000,4
Location Description,0CDG342G000000,5
Longitude,0CDG342G000000,4
Primary Type,0CDG342G000000,5
Updated On,0CDG342G000000,5
Ward,0CDG342G000000,5
X Coordinate,0CDG342G000000,4
Y Coordinate,0CDG342G000000,4
Year,0CDG342G000000,5
date_hour,0CDG342G000000,5
date_mday,0CDG342G000000,5
date_minute,0CDG342G000000,5
date_month,0CDG342G000000,5
date_second,0CDG342G000000,5
date_wday,0CDG342G000000,5
date_year,0CDG342G000000,5
date_zone,0CDG342G000000,5
host,0CDG342G000000,5
linecount,0CDG342G000000,5
punct,0CDG342G000000,5
source,0CDG342G000000,5
sourcetype,0CDG342G000000,5
timeendpos,0CDG342G000000,5
timestartpos,0CDG342G000000,5
,0CDII7AG000000,156
Arrest,0CDII7AG000000,156
Beat,0CDII7AG000000,156
Block,0CDII7AG000000,156
Case Number,0CDII7AG000000,156
Community Area,0CDII7AG000000,156
Date,0CDII7AG000000,156
Description,0CDII7AG000000,156
District,0CDII7AG000000,156
Domestic,0CDII7AG000000,156
FBI Code,0CDII7AG000000,156
ID,0CDII7AG000000,156
IUCR,0CDII7AG000000,156
Latitude,0CDII7AG000000,100
Location,0CDII7AG000000,100
Location Description,0CDII7AG000000,148
Longitude,0CDII7AG000000,100
Primary Type,0CDII7AG000000,156
Updated On,0CDII7AG000000,156
Ward,0CDII7AG000000,156
X Coordinate,0CDII7AG000000,100
Y Coordinate,0CDII7AG000000,100
Year,0CDII7AG000000,156
date_hour,0CDII7AG000000,156
date_mday,0CDII7AG000000,156
date_minute,0CDII7AG000000,156
date_month,0CDII7AG000000,156
date_second,0CDII7AG000000,156
date_wday,0CDII7AG000000,156
date_year,0CDII7AG000000,156
date_zone,0CDII7AG000000,156
host,0CDII7AG000000,156
linecount,0CDII7AG000000,156
punct,0CDII7AG000000,156
source,0CDII7AG000000,156
sourcetype,0CDII7AG000000,156
timeendpos,0CDII7AG000000,156
timestartpos,0CDII7AG000000,156
,0CDL42F0000000,94
