key,value,count,ncount,complete,min,max,sum,sumsq
,,59,,,,,,
Arrest,,59,,1,,,,
,true,11,,1,,,,
,false,48,,1,,,,
Beat,,59,59,1,0133,2533,69625.000000,114703089.000000
,0133,1,,1,,,,
,0213,1,,1,,,,
,0214,1,,1,,,,
,0313,1,,1,,,,
,0321,1,,1,,,,
,0322,1,,1,,,,
,0323,1,,1,,,,
,0332,1,,1,,,,
,0411,1,,1,,,,
,0412,2,,1,,,,
,0413,1,,1,,,,
,0421,1,,1,,,,
,0511,2,,1,,,,
,0513,2,,1,,,,
,0612,1,,1,,,,
,0624,1,,1,,,,
,0632,1,,1,,,,
,0712,1,,1,,,,
,0732,1,,1,,,,
,0812,1,,1,,,,
,0813,1,,1,,,,
,0824,1,,1,,,,
,0831,1,,1,,,,
,0915,1,,1,,,,
,0921,1,,1,,,,
,0935,1,,1,,,,
,1112,1,,1,,,,
,1113,2,,1,,,,
,1121,1,,1,,,,
,1133,1,,1,,,,
,1134,1,,1,,,,
,1135,1,,1,,,,
,1411,1,,1,,,,
,1423,1,,1,,,,
,1424,1,,1,,,,
,1511,1,,1,,,,
,1532,1,,1,,,,
,1831,2,,1,,,,
,1832,1,,1,,,,
,1833,1,,1,,,,
,1834,2,,1,,,,
,1921,1,,1,,,,
,2013,1,,1,,,,
,2022,1,,1,,,,
,2212,1,,1,,,,
,2222,1,,1,,,,
,2412,1,,1,,,,
,2413,1,,1,,,,
,2512,2,,1,,,,
,2522,1,,1,,,,
,2523,1,,1,,,,
,2533,1,,1,,,,
Block,,59,,1,,,,
,"047XX W MONROE ST",1,,1,,,,
,"063XX W 65TH ST",1,,1,,,,
,"002XX W 47TH ST",1,,1,,,,
,"001XX W HURON ST",1,,1,,,,
,"080XX S LOOMIS BLVD",1,,1,,,,
,"074XX S PARNELL AVE",1,,1,,,,
,"066XX N MAPLEWOOD AVE",1,,1,,,,
,"059XX N GLENWOOD AVE",1,,1,,,,
,"013XX N MAPLEWOOD AVE",1,,1,,,,
,"075XX S STONY ISLAND AVE",1,,1,,,,
,"038XX S UNION AVE",1,,1,,,,
,"015XX N DAMEN AVE",1,,1,,,,
,"011XX S KEDZIE AVE",1,,1,,,,
,"027XX N NORMANDY AVE",1,,1,,,,
,"058XX W CHICAGO AVE",1,,1,,,,
,"069XX S DR MARTIN LUTHER KING JR DR",1,,1,,,,
,"005XX E 74TH ST",1,,1,,,,
,"006XX S CENTRAL PARK AVE",1,,1,,,,
,"004XX N WABASH AVE",2,,1,,,,
,"036XX N BELL AVE",1,,1,,,,
,"016XX E 86TH ST",1,,1,,,,
,"065XX S ALBANY AVE",1,,1,,,,
,"044XX W WASHINGTON BLVD",1,,1,,,,
,"047XX W BELDEN AVE",1,,1,,,,
,"015XX N LAWLER AVE",1,,1,,,,
,"083XX S OGLESBY AVE",1,,1,,,,
,"015XX W 105TH ST",1,,1,,,,
,"0000X E 100TH ST",1,,1,,,,
,"027XX W 42ND ST",1,,1,,,,
,"058XX N KENMORE AVE",1,,1,,,,
,"007XX E 40TH ST",1,,1,,,,
,"007XX E 67TH ST",1,,1,,,,
,"004XX N LA SALLE DR",1,,1,,,,
,"098XX S MARYLAND AVE",1,,1,,,,
,"008XX E 80TH ST",1,,1,,,,
