key,value,count,ncount,complete,min,max,sum,sumsq
,,374,,,,,,
Arrest,,374,,1,,,,
,true,68,,1,,,,
,false,306,,1,,,,
Beat,,374,374,0,0111,2535,426874.000000,663223062.000000
,0111,3,,1,,,,
,0112,2,,1,,,,
,0113,2,,1,,,,
,0114,2,,1,,,,
,0122,6,,1,,,,
,0123,1,,1,,,,
,0131,2,,1,,,,
,0132,1,,1,,,,
,0133,2,,1,,,,
,0211,3,,1,,,,
,0213,3,,1,,,,
,0224,1,,1,,,,
,0225,3,,0,,,,
,0231,3,,1,,,,
,0232,1,,1,,,,
,0233,2,,1,,,,
,0311,1,,1,,,,
,0312,3,,1,,,,
,0313,1,,1,,,,
,0314,1,,1,,,,
,0321,3,,1,,,,
,0323,1,,1,,,,
,0324,3,,1,,,,
,0331,4,,1,,,,
,0332,2,,1,,,,
,0333,1,,1,,,,
,0411,6,,1,,,,
,0412,3,,1,,,,
,0413,2,,1,,,,
,0414,5,,1,,,,
,0421,2,,1,,,,
,0423,2,,1,,,,
,0424,1,,1,,,,
,0431,2,,1,,,,
,0432,1,,1,,,,
,0511,2,,1,,,,
,0512,3,,1,,,,
,0522,1,,1,,,,
,0523,2,,1,,,,
,0531,2,,1,,,,
,0532,2,,1,,,,
,0611,1,,1,,,,
,0612,1,,1,,,,
,0613,1,,1,,,,
,0614,1,,1,,,,
,0621,2,,1,,,,
,0623,2,,1,,,,
,0624,2,,1,,,,
,0631,2,,1,,,,
,0713,5,,1,,,,
,0715,4,,1,,,,
,0722,3,,1,,,,
,0732,2,,1,,,,
,0733,3,,1,,,,
,0734,2,,1,,,,
,0813,2,,1,,,,
,0815,2,,1,,,,
,0824,2,,1,,,,
,0835,4,,0,,,,
,0913,2,,1,,,,
,0915,5,,1,,,,
,0924,2,,1,,,,
,0934,3,,0,,,,
,1022,3,,1,,,,
,1033,3,,1,,,,
,1112,4,,1,,,,
,1121,2,,1,,,,
,1124,2,,0,,,,
,1131,3,,1,,,,
,1134,3,,1,,,,
,1222,3,,1,,,,
,1223,3,,1,,,,
,1225,5,,1,,,,
,1232,4,,1,,,,
,1234,3,,1,,,,
,1235,3,,1,,,,
,1411,2,,1,,,,
,1423,2,,1,,,,
,1434,3,,1,,,,
,1512,3,,1,,,,
,1513,4,,1,,,,
,1523,2,,1,,,,
,1532,2,,1,,,,
,1611,2,,1,,,,
,1623,2,,1,,,,
,1653,3,,1,,,,
,1654,3,,1,,,,
,1723,4,,1,,,,
,1812,3,,1,,,,
,1822,2,,1,,,,
,1831,8,,1,,,,
,1834,8,,1,,,,
,1911,3,,1,,,,
,1925,2,,1,,,,
,2023,3,,1,,,,
,2222,2,,1,,,,
,2432,3,,1,,,,
,2511,2,,1,,,,
,2534,2,,1,,,,
,2535,2,,1,,,,
Block,,374,,0,,,,
,"044XX W VAN BUREN ST",1,,1,,,,
,"053XX S DR MARTIN LUTHER KING JR DR",3,,1,,,,
,"002XX E HURON ST",2,,1,,,,
,"002XX W 103RD ST",1,,1,,,,
,"024XX N LOREL AVE",1,,1,,,,
,"002XX W 38TH PL",3,,1,,,,
,"001XX N STATE ST",1,,1,,,,
,"001XX S STATE ST",2,,0,,,,
,"017XX N Western Ave",1,,1,,,,
,"062XX S ARTESIAN AVE",1,,1,,,,
,"022XX W MONROE ST",1,,1,,,,
,"075XX S STONY ISLAND AVE",4,,1,,,,
,"013XX E 73RD ST",1,,1,,,,
,"001XX N FRANKLIN ST",1,,1,,,,
,"014XX S SAWYER AVE",1,,1,,,,
,"018XX S CENTRAL PARK AVE",1,,1,,,,
,"029XX N FAIRFIELD AVE",1,,1,,,,
,"029XX S DR MARTIN LUTHER KING JR DR",1,,1,,,,
,"075XX S EGGLESTON AVE",1,,1,,,,
,"014XX E 79TH ST",1,,1,,,,
,"026XX W AGATITE AVE",1,,1,,,,
,"026XX W WARREN BLVD",1,,1,,,,
,"054XX S WENTWORTH AVE",3,,0,,,,
,"035XX S DAN RYAN EXPY OB",1,,1,,,,
,"065XX S COTTAGE GROVE AVE",1,,1,,,,
,"015XX E 72ND ST",1,,1,,,,
,"062XX S TRIPP AVE",1,,1,,,,
,"008XX N LAMON AVE",1,,1,,,,
,"053XX W WINDSOR AVE",1,,1,,,,
,"064XX S DORCHESTER AVE",1,,1,,,,
,"013XX S MILLARD AVE",1,,1,,,,
,"047XX W CHICAGO AVE",1,,1,,,,
,"004XX N WABASH AVE",4,,1,,,,
,"065XX S CLAREMONT AVE",1,,1,,,,
,"034XX S GILES AVE",1,,1,,,,
,"060XX S LAFLIN ST",1,,1,,,,
,"065XX N WHIPPLE ST",1,,1,,,,
,"045XX S HERMITAGE AVE",1,,1,,,,
,"019XX N LAWNDALE AVE",1,,1,,,,
,"069XX N SHERIDAN RD",1,,1,,,,
,"015XX N TALMAN AVE",1,,1,,,,
,"033XX S LEAVITT ST",1,,1,,,,
,"027XX W ESTES AVE",1,,1,,,,
,"077XX S LOOMIS BLVD",1,,1,,,,
,"0000X E 121ST ST",1,,1,,,,
,"027XX W 84TH ST",1,,1,,,,
,"017XX W 21ST ST",2,,1,,,,
,"053XX N SHERIDAN RD",1,,1,,,,
,"0000X W CHECKPOINT 7 ST",1,,1,,,,
,"055XX S ASHLAND AVE",5,,1,,,,
