user,"status_buckets","max_time","max_count","reduce_freq","sample_ratio","sample_seed","sample_exact","preview_enabled","num_previews","result_preview_count",search,pid,"is_events_preview_enabled",provenance,priority,state,done,keywords,"remote_timeline","optimized_search","phase_0_search","phase_1_search",now,"events_streamed",streaming,servers,"search_providers","remote_search","normalized_search","search_can_be_event_type","report_search","events_search","can_summarize","lookups_enabled",realtimesearch,batchmodesearch,"time_cursored","column_order","events_sorted",start,error,"bad_request","run_time","scan_count","drop_count",resultcount,count,"available_count","events_istruncated","events_fields_count","remote_search_logs","remote_dfs_logs",cursor,"max_cache_miss_bucket_fetch_time","max_cache_miss_bucket_fetch_time_peer","searched_buckets","eliminated_buckets","is_data_preview","data_preview_bytes_read","data_preview_bytes_allowed","data_preview_bytes_in_source","data_preview_required_decompress","data_preview_reached_eof","is_prjob"
admin,300,"0.000",500000,10,1,0,0,0,0,1000,"| preview ""C:\\Program Files\\Splunk\\var\\run\\splunk\\dispatch\\1749646922.1066\\Crimes_-_2001_to_Present1.csv"" BREAK_ONLY_BEFORE="""" CHARSET=AUTO HEADER_MODE="""" INDEXED_EXTRACTIONS=csv KV_MODE=none LINE_BREAKER=""([\\r\\n]+)"" MUST_BREAK_AFTER="""" MUST_NOT_BREAK_AFTER="""" MUST_NOT_BREAK_BEFORE="""" NO_BINARY_CHECK=1 SHOULD_LINEMERGE=0 TRANSFORMS="""" category=Structured description=""Comma-separated value format. Set header and other settings in \""Delimited Settings\"""" disabled=0 priority="""" pulldown_type=1 sourcetype=csv",40172,0,"",5,DONE,1,"",0,"| preview ""C:\\Program Files\\Splunk\\var\\run\\splunk\\dispatch\\1749646922.1066\\Crimes_-_2001_to_Present1.csv"" BREAK_ONLY_BEFORE="""" CHARSET=AUTO HEADER_MODE="""" INDEXED_EXTRACTIONS=csv KV_MODE=none LINE_BREAKER=""([\\r\\n]+)"" MUST_BREAK_AFTER="""" MUST_NOT_BREAK_AFTER="""" MUST_NOT_BREAK_BEFORE="""" NO_BINARY_CHECK=1 SHOULD_LINEMERGE=0 TRANSFORMS="""" category=Structured description=""Comma-separated value format. Set header and other settings in \""Delimited Settings\"""" disabled=0 priority="""" pulldown_type=1 sourcetype=csv","","preview  ""C:\\Program Files\\Splunk\\var\\run\\splunk\\dispatch\\1749646922.1066\\Crimes_-_2001_to_Present1.csv"" BREAK_ONLY_BEFORE="""" CHARSET=AUTO HEADER_MODE="""" INDEXED_EXTRACTIONS=csv KV_MODE=none LINE_BREAKER=""([\\r\\n]+)"" MUST_BREAK_AFTER="""" MUST_NOT_BREAK_AFTER="""" MUST_NOT_BREAK_BEFORE="""" NO_BINARY_CHECK=1 SHOULD_LINEMERGE=0 TRANSFORMS="""" category=Structured description=""Comma-separated value format. Set header and other settings in \""Delimited Settings\"""" disabled=0 priority="""" pulldown_type=1 sourcetype=csv | timeliner  remote=0 partial_commits=0 max_events_per_bucket=1000 fieldstats_update_maxperiod=60 bucket=300",1749646922,1,1,"*","","","",0,"","preview ""C:\\Program Files\\Splunk\\var\\run\\splunk\\dispatch\\1749646922.1066\\Crimes_-_2001_to_Present1.csv"" BREAK_ONLY_BEFORE="""" CHARSET=AUTO HEADER_MODE="""" INDEXED_EXTRACTIONS=csv KV_MODE=none LINE_BREAKER=""([\\r\\n]+)"" MUST_BREAK_AFTER="""" MUST_NOT_BREAK_AFTER="""" MUST_NOT_BREAK_BEFORE="""" NO_BINARY_CHECK=1 SHOULD_LINEMERGE=0 TRANSFORMS="""" category=Structured description=""Comma-separated value format. Set header and other settings in \""Delimited Settings\"""" disabled=0 priority="""" pulldown_type=1 sourcetype=csv",0,1,0,0,0,,none,1749646922,"",0,"1.695",0,0,1000,9380,9380,1,37,,,0,"0.000","",0,0,1,1990192,2000000,523239426,0,0,0
