key,value,count,ncount,complete,min,max,sum,sumsq
,,252,,,,,,
019,,252,252,1,001,025,2795.000000,42611.000000
,001,9,,1,,,,
,002,26,,1,,,,
,003,5,,1,,,,
,004,8,,1,,,,
,005,10,,1,,,,
,006,10,,1,,,,
,007,12,,1,,,,
,008,19,,1,,,,
,009,29,,1,,,,
,010,6,,1,,,,
,011,16,,1,,,,
,012,7,,1,,,,
,014,18,,1,,,,
,015,12,,1,,,,
,016,4,,1,,,,
,017,10,,1,,,,
,018,13,,1,,,,
,019,7,,1,,,,
,020,3,,1,,,,
,022,9,,1,,,,
,024,6,,1,,,,
,025,13,,1,,,,
"01_05_2001 08_58_49 PM",,252,,0,,,,
,"01/08/2001 08:50:00 PM",2,,0,,,,
,"01/02/2001 02:10:00 PM",1,,1,,,,
,"01/02/2001 02:20:00 AM",1,,1,,,,
,"01/02/2001 03:25:00 PM",1,,1,,,,
,"01/02/2001 05:30:00 PM",1,,1,,,,
,"01/02/2001 08:00:00 AM",1,,1,,,,
,"01/02/2001 11:20:00 AM",1,,1,,,,
,"01/02/2001 12:10:00 AM",1,,1,,,,
,"01/11/2001 04:30:00 PM",2,,1,,,,
,"01/11/2001 06:00:00 PM",2,,1,,,,
,"01/11/2001 07:00:00 PM",4,,1,,,,
,"01/11/2001 07:30:00 PM",3,,0,,,,
,"01/11/2001 08:00:00 PM",2,,1,,,,
,"01/11/2001 11:00:00 PM",3,,1,,,,
,"01/03/2001 02:45:00 PM",1,,1,,,,
,"01/03/2001 03:00:00 PM",1,,1,,,,
,"01/03/2001 08:59:40 PM",1,,1,,,,
,"01/12/2001 02:00:00 AM",2,,1,,,,
,"01/04/2001 04:00:00 PM",1,,1,,,,
,"01/04/2001 08:00:00 PM",2,,1,,,,
,"01/04/2001 09:00:00 PM",1,,1,,,,
,"01/04/2001 10:45:06 PM",1,,1,,,,
,"01/05/2001 01:20:00 AM",1,,1,,,,
,"01/05/2001 03:20:00 PM",1,,1,,,,
,"01/05/2001 04:00:00 PM",1,,1,,,,
,"01/05/2001 04:30:00 AM",1,,1,,,,
,"01/05/2001 06:09:50 PM",1,,1,,,,
,"01/05/2001 09:30:00 PM",1,,1,,,,
,"01/05/2001 10:10:00 PM",1,,1,,,,
,"01/05/2001 10:15:00 PM",1,,1,,,,
,"01/05/2001 10:23:17 PM",1,,1,,,,
,"01/05/2001 10:35:00 AM",1,,1,,,,
,"01/05/2001 11:10:00 PM",1,,1,,,,
,"01/06/2001 01:00:00 PM",1,,1,,,,
,"01/06/2001 02:00:00 PM",3,,1,,,,
,"01/06/2001 02:15:00 PM",1,,1,,,,
,"01/06/2001 03:00:00 AM",1,,1,,,,
,"01/06/2001 03:00:00 PM",1,,1,,,,
,"01/06/2001 03:29:00 PM",1,,1,,,,
,"01/06/2001 04:00:00 PM",2,,1,,,,
,"01/06/2001 04:46:20 AM",1,,1,,,,
,"01/06/2001 05:43:03 AM",1,,1,,,,
,"01/06/2001 07:00:00 AM",1,,1,,,,
,"01/06/2001 07:00:00 PM",2,,1,,,,
,"01/06/2001 07:02:00 PM",1,,1,,,,
,"01/06/2001 07:45:00 PM",1,,1,,,,
,"01/06/2001 08:00:00 AM",1,,1,,,,
,"01/06/2001 08:00:00 PM",1,,1,,,,
,"01/06/2001 08:15:00 PM",1,,1,,,,
,"01/06/2001 08:30:00 PM",2,,1,,,,
,"01/06/2001 09:30:00 PM",1,,1,,,,
,"01/06/2001 10:00:00 PM",2,,1,,,,
,"01/06/2001 10:30:00 PM",2,,1,,,,
,"01/06/2001 10:50:00 PM",1,,1,,,,
,"01/06/2001 11:00:00 AM",1,,1,,,,
,"01/06/2001 11:00:00 PM",1,,1,,,,
,"01/06/2001 11:45:00 PM",1,,1,,,,
,"01/07/2001 01:00:00 AM",2,,1,,,,
,"01/07/2001 01:05:00 PM",1,,1,,,,
,"01/07/2001 01:15:00 AM",1,,1,,,,
,"01/07/2001 01:16:24 PM",1,,1,,,,
,"01/07/2001 01:20:00 AM",1,,1,,,,
,"01/07/2001 01:30:00 AM",1,,1,,,,
,"01/07/2001 02:00:00 AM",3,,1,,,,
,"01/07/2001 02:20:00 AM",1,,1,,,,
,"01/07/2001 03:00:00 AM",2,,1,,,,
,"01/07/2001 03:12:23 PM",1,,1,,,,
