key,time,count
,0C9V6TR0000000,384
019,0C9V6TR0000000,384
01_05_2001 08_58_49 PM,0C9V6TR0000000,384
027XX N CLARK ST,0C9V6TR0000000,384
08_17_2015 03_03_40 PM,0C9V6TR0000000,384
11,0C9V6TR0000000,384
1171620,0C9V6TR0000000,384
1210,0C9V6TR0000000,384
1918507,0C9V6TR0000000,384
1933,0C9V6TR0000000,384
2001,0C9V6TR0000000,384
319550,0C9V6TR0000000,384
41_931846087,0C9V6TR0000000,384
41_931846087_ _87_644734574,0C9V6TR0000000,384
87_644734574,0C9V6TR0000000,384
DECEPTIVE PRACTICE,0C9V6TR0000000,384
G010579,0C9V6TR0000000,384
RESTAURANT,0C9V6TR0000000,384
THEFT OF LABOR_SERVICES,0C9V6TR0000000,384
date_hour,0C9V6TR0000000,384
date_mday,0C9V6TR0000000,384
date_minute,0C9V6TR0000000,384
date_month,0C9V6TR0000000,384
date_second,0C9V6TR0000000,384
date_wday,0C9V6TR0000000,384
date_year,0C9V6TR0000000,384
date_zone,0C9V6TR0000000,384
false,0C9V6TR0000000,384
host,0C9V6TR0000000,384
linecount,0C9V6TR0000000,384
punct,0C9V6TR0000000,384
source,0C9V6TR0000000,384
sourcetype,0C9V6TR0000000,384
timeendpos,0C9V6TR0000000,384
timestartpos,0C9V6TR0000000,384
true,0C9V6TR0000000,384
,0CA1OLF0000000,515
019,0CA1OLF0000000,515
01_05_2001 08_58_49 PM,0CA1OLF0000000,515
027XX N CLARK ST,0CA1OLF0000000,515
08_17_2015 03_03_40 PM,0CA1OLF0000000,515
11,0CA1OLF0000000,515
1171620,0CA1OLF0000000,515
1210,0CA1OLF0000000,515
1918507,0CA1OLF0000000,515
1933,0CA1OLF0000000,515
2001,0CA1OLF0000000,515
319550,0CA1OLF0000000,515
41_931846087,0CA1OLF0000000,515
41_931846087_ _87_644734574,0CA1OLF0000000,515
87_644734574,0CA1OLF0000000,515
DECEPTIVE PRACTICE,0CA1OLF0000000,515
G010579,0CA1OLF0000000,515
RESTAURANT,0CA1OLF0000000,515
THEFT OF LABOR_SERVICES,0CA1OLF0000000,515
date_hour,0CA1OLF0000000,515
date_mday,0CA1OLF0000000,515
date_minute,0CA1OLF0000000,515
date_month,0CA1OLF0000000,515
date_second,0CA1OLF0000000,515
date_wday,0CA1OLF0000000,515
date_year,0CA1OLF0000000,515
date_zone,0CA1OLF0000000,515
false,0CA1OLF0000000,515
host,0CA1OLF0000000,515
linecount,0CA1OLF0000000,515
punct,0CA1OLF0000000,515
source,0CA1OLF0000000,515
sourcetype,0CA1OLF0000000,515
timeendpos,0CA1OLF0000000,515
timestartpos,0CA1OLF0000000,515
true,0CA1OLF0000000,515
,0CA4AD30000000,446
019,0CA4AD30000000,446
01_05_2001 08_58_49 PM,0CA4AD30000000,446
027XX N CLARK ST,0CA4AD30000000,446
08_17_2015 03_03_40 PM,0CA4AD30000000,446
11,0CA4AD30000000,446
1171620,0CA4AD30000000,446
1210,0CA4AD30000000,446
1918507,0CA4AD30000000,446
1933,0CA4AD30000000,446
2001,0CA4AD30000000,446
319550,0CA4AD30000000,446
41_931846087,0CA4AD30000000,446
41_931846087_ _87_644734574,0CA4AD30000000,446
87_644734574,0CA4AD30000000,446
DECEPTIVE PRACTICE,0CA4AD30000000,446
G010579,0CA4AD30000000,446
RESTAURANT,0CA4AD30000000,446
THEFT OF LABOR_SERVICES,0CA4AD30000000,446
date_hour,0CA4AD30000000,446
date_mday,0CA4AD30000000,446
date_minute,0CA4AD30000000,446
date_month,0CA4AD30000000,446
date_second,0CA4AD30000000,446
date_wday,0CA4AD30000000,446
date_year,0CA4AD30000000,446
date_zone,0CA4AD30000000,446
false,0CA4AD30000000,446
host,0CA4AD30000000,446
linecount,0CA4AD30000000,446
punct,0CA4AD30000000,446
source,0CA4AD30000000,446
sourcetype,0CA4AD30000000,446
timeendpos,0CA4AD30000000,446
timestartpos,0CA4AD30000000,446
true,0CA4AD30000000,446
,0CA6MRV0000000,31
019,0CA6MRV0000000,31
01_05_2001 08_58_49 PM,0CA6MRV0000000,31
027XX N CLARK ST,0CA6MRV0000000,31
08_17_2015 03_03_40 PM,0CA6MRV0000000,31
11,0CA6MRV0000000,31
1171620,0CA6MRV0000000,31
1210,0CA6MRV0000000,31
1918507,0CA6MRV0000000,31
1933,0CA6MRV0000000,31
2001,0CA6MRV0000000,31
319550,0CA6MRV0000000,31
41_931846087,0CA6MRV0000000,31
41_931846087_ _87_644734574,0CA6MRV0000000,31
87_644734574,0CA6MRV0000000,31
DECEPTIVE PRACTICE,0CA6MRV0000000,31
G010579,0CA6MRV0000000,31
RESTAURANT,0CA6MRV0000000,31
THEFT OF LABOR_SERVICES,0CA6MRV0000000,31
date_hour,0CA6MRV0000000,31
date_mday,0CA6MRV0000000,31
