key,value,count,ncount,complete,min,max,sum,sumsq
,,6,,,,,,
019,,6,6,1,002,022,71.000000,1169.000000
,002,1,,1,,,,
,006,1,,1,,,,
,007,1,,1,,,,
,014,1,,1,,,,
,020,1,,1,,,,
,022,1,,1,,,,
"01_05_2001 08_58_49 PM",,6,,1,,,,
,"01/11/2001 12:01:00 AM",1,,1,,,,
,"01/03/2001 08:00:00 AM",1,,1,,,,
,"01/04/2001 06:30:00 PM",1,,1,,,,
,"01/13/2001 02:30:00 PM",1,,1,,,,
,"01/15/2001 01:00:00 AM",1,,1,,,,
,"01/15/2001 02:57:00 AM",1,,1,,,,
"027XX N CLARK ST",,6,,1,,,,
,"068XX S PEORIA ST",1,,1,,,,
,"017XX W 103 ST",1,,1,,,,
,"075XX S STEWART AV",1,,1,,,,
,"032XX W HIRSCH ST",1,,1,,,,
,"009XX W WINONA ST",1,,1,,,,
,"058XX S MARYLAND AV",1,,1,,,,
"08_17_2015 03_03_40 PM",,6,,1,,,,
,"08/17/2015 03:03:40 PM",6,,1,,,,
11,,6,4,1,05,26,52.000000,946.000000
,05,1,,1,,,,
,07,1,,1,,,,
,14,1,,1,,,,
,26,1,,1,,,,
,08B,2,,1,,,,
1171620,,6,6,1,1154532,1182938,7019556.000000,8212806127822.000000
,1154532,1,,1,,,,
,1166757,1,,1,,,,
,1168918,1,,1,,,,
,1171445,1,,1,,,,
,1174966,1,,1,,,,
,1182938,1,,1,,,,
1210,,6,6,1,0460,2825,6595.000000,11364725.000000
,0460,2,,1,,,,
,0610,1,,1,,,,
,0920,1,,1,,,,
,1320,1,,1,,,,
,2825,1,,1,,,,
1918507,,6,6,1,1836365,1934359,11260770.000000,21141025483224.000000
,1836365,1,,1,,,,
,1855114,1,,1,,,,
,1859552,1,,1,,,,
,1866293,1,,1,,,,
,1909087,1,,1,,,,
,1934359,1,,1,,,,
1933,,6,6,1,0623,2212,9137.000000,16472151.000000
,0623,1,,1,,,,
,0723,1,,1,,,,
,1422,1,,1,,,,
,2024,1,,1,,,,
,2133,1,,1,,,,
,2212,1,,1,,,,
2001,,6,6,1,2001,2001,12006.000000,24024006.000000
,2001,6,,1,,,,
319550,,6,6,1,1332881,1332886,7997301.000000,10659470547451.000000
,1332881,1,,1,,,,
,1332882,1,,1,,,,
,1332883,1,,1,,,,
,1332884,1,,1,,,,
,1332885,1,,1,,,,
,1332886,1,,1,,,,
"41_931846087",,6,6,1,41.706545415,41.975403689,250.904505,10492.230281
,"41.706545415",1,,1,,,,
,"41.757816377",1,,1,,,,
,"41.770072583",1,,1,,,,
,"41.906356257",1,,1,,,,
,"41.975403689",1,,1,,,,
,"41.78831115",1,,1,,,,
"41_931846087_ _87_644734574",,6,,1,,,,
,"(41.906356257, -87.707782965)",1,,1,,,,
,"(41.770072583, -87.647108974)",1,,1,,,,
,"(41.706545415, -87.664953321)",1,,1,,,,
,"(41.975403689, -87.65420232)",1,,1,,,,
,"(41.78831115, -87.604771469)",1,,1,,,,
,"(41.757816377, -87.634334713)",1,,1,,,,
"87_644734574",,6,6,1,-87.707782965,-87.604771469,-525.913154,46097.446734
,"-87.65420232",1,,1,,,,
,"-87.604771469",1,,1,,,,
,"-87.634334713",1,,1,,,,
,"-87.647108974",1,,1,,,,
,"-87.664953321",1,,1,,,,
,"-87.707782965",1,,1,,,,
"DECEPTIVE PRACTICE",,6,,1,,,,
,BATTERY,2,,1,,,,
,BURGLARY,1,,1,,,,
,"MOTOR VEHICLE THEFT",1,,1,,,,
,"CRIMINAL DAMAGE",1,,1,,,,
,"OTHER OFFENSE",1,,1,,,,
G010579,,6,,1,,,,
,G024229,1,,1,,,,
,G027100,1,,1,,,,
,G029235,1,,1,,,,
,G030324,1,,1,,,,
,G030409,1,,1,,,,
,G030762,1,,1,,,,
RESTAURANT,,6,,1,,,,
,STREET,1,,1,,,,
,RESIDENCE,2,,1,,,,
,"PARKING LOT/GARAGE(NON.RESID.)",1,,1,,,,
,"HOSPITAL BUILDING/GROUNDS",1,,1,,,,
,"COMMERCIAL / BUSINESS OFFICE",1,,1,,,,
"THEFT OF LABOR_SERVICES",,6,,1,,,,
,SIMPLE,2,,1,,,,
,"ATT: AUTOMOBILE",1,,1,,,,
,"TO VEHICLE",1,,1,,,,
,"FORCIBLE ENTRY",1,,1,,,,
,"HARASSMENT BY TELEPHONE",1,,1,,,,
"date_hour",,6,6,1,0,18,41.000000,585.000000
,0,2,,1,,,,
,1,1,,1,,,,
,8,1,,1,,,,
,14,1,,1,,,,
,18,1,,1,,,,
"date_mday",,6,6,1,1,3,10.000000,20.000000
,1,3,,1,,,,
,2,2,,1,,,,
,3,1,,1,,,,
"date_minute",,6,6,1,0,30,62.000000,1802.000000
,0,2,,1,,,,
,1,2,,1,,,,
,30,2,,1,,,,
"date_month",,6,,1,,,,
,march,6,,1,,,,
"date_second",,6,6,1,0,0,0.000000,0.000000
,0,6,,1,,,,
"date_wday",,6,,1,,,,
,friday,3,,1,,,,
,sunday,1,,1,,,,
,saturday,2,,1,,,,
"date_year",,6,6,1,2024,2024,12144.000000,24579456.000000
,2024,6,,1,,,,
"date_zone",,6,,1,,,,
,local,6,,1,,,,
false,,6,,1,,,,
,true,1,,1,,,,
,false,5,,1,,,,
host,,6,,1,,,,
,"BEER-PC01",6,,1,,,,
linecount,,6,6,1,1,1,6.000000,6.000000
,1,6,,1,,,,
punct,,6,,1,,,,
,",,//_::_,___,,,_,_/__,,,,,,,,,,,//_::_,.,-.,""(.,_-",1,,1,,,,
,",,//_::_,___,,,,,,,,,,,,,,,//_::_,.,-.,""(.,_-.)""",1,,1,,,,
,",,//_::_,___,,_,_,_/(..),,,,,,,,,,,//_::_,.,-.,""(.",1,,1,,,,
,",,//_::_,___,,_,__,,,,,,,,,,,,//_::_,.,-.,""(.,_-.)",1,,1,,,,
,",,//_::_,___,,,,_/,,,,,,,,,,,//_::_,.,-.,""(.,_-.)""",1,,1,,,,
,",,//_::_,___,,__,:_,,,,,,,,,,,,//_::_,.,-.,""(.,_-.",1,,1,,,,
source,,6,,1,,,,
,"C:\Program Files\Splunk\var\run\splunk\dispatch\1749647620.1075\Crimes_-_2001_to_Present2.csv",6,,1,,,,
sourcetype,,6,,1,,,,
,csv,6,,1,,,,
timeendpos,,6,6,1,39,39,234.000000,9126.000000
,39,6,,1,,,,
timestartpos,,6,6,1,0,27,108.000000,2916.000000
,0,2,,1,,,,
,27,4,,1,,,,
true,,6,,1,,,,
,true,2,,1,,,,
,false,4,,1,,,,
