key,value,count,ncount,complete,min,max,sum,sumsq
,,420,,,,,,
019,,420,420,1,001,025,4393.000000,65735.000000
,001,20,,1,,,,
,002,26,,1,,,,
,003,20,,1,,,,
,004,29,,1,,,,
,005,25,,1,,,,
,006,38,,1,,,,
,007,25,,1,,,,
,008,26,,1,,,,
,009,16,,1,,,,
,010,18,,1,,,,
,011,1,,1,,,,
,012,34,,1,,,,
,014,22,,1,,,,
,015,12,,1,,,,
,016,15,,1,,,,
,017,9,,1,,,,
,018,7,,1,,,,
,019,31,,1,,,,
,020,10,,1,,,,
,022,5,,1,,,,
,024,15,,1,,,,
,025,16,,1,,,,
"01_05_2001 08_58_49 PM",,420,,0,,,,
,"01/08/2001 02:14:46 AM",1,,1,,,,
,"01/08/2001 03:03:38 PM",1,,1,,,,
,"01/08/2001 03:12:49 AM",1,,1,,,,
,"01/08/2001 04:01:13 AM",1,,1,,,,
,"01/08/2001 04:30:00 PM",1,,1,,,,
,"01/08/2001 05:30:00 PM",1,,1,,,,
,"01/08/2001 11:00:00 PM",1,,1,,,,
,"01/08/2001 11:04:21 AM",1,,1,,,,
,"01/11/2001 03:50:00 PM",2,,0,,,,
,"01/11/2001 04:00:00 PM",2,,0,,,,
,"01/11/2001 05:00:00 PM",3,,0,,,,
,"01/11/2001 08:00:00 PM",3,,0,,,,
,"01/11/2001 09:45:00 AM",2,,0,,,,
,"01/11/2001 10:00:00 AM",2,,0,,,,
,"01/11/2001 10:30:00 AM",3,,0,,,,
,"01/11/2001 12:00:00 PM",3,,0,,,,
,"01/09/2001 01:50:00 PM",1,,1,,,,
,"01/09/2001 02:30:00 PM",1,,1,,,,
,"01/09/2001 02:40:00 PM",1,,1,,,,
,"01/09/2001 03:00:00 PM",2,,0,,,,
,"01/09/2001 03:05:00 PM",1,,1,,,,
,"01/09/2001 03:15:00 PM",1,,1,,,,
,"01/09/2001 03:20:00 PM",1,,1,,,,
,"01/09/2001 03:37:00 PM",1,,1,,,,
,"01/09/2001 04:00:00 PM",1,,1,,,,
,"01/09/2001 06:20:00 PM",1,,1,,,,
,"01/09/2001 06:24:35 AM",1,,1,,,,
,"01/09/2001 06:30:00 PM",1,,1,,,,
,"01/09/2001 07:03:00 AM",1,,1,,,,
,"01/09/2001 08:00:00 AM",1,,1,,,,
,"01/09/2001 08:17:21 PM",1,,1,,,,
,"01/09/2001 10:00:00 AM",2,,1,,,,
,"01/09/2001 10:00:00 PM",3,,1,,,,
,"01/09/2001 11:00:00 AM",1,,1,,,,
,"01/03/2001 09:00:00 PM",1,,1,,,,
,"01/12/2001 01:45:00 AM",2,,0,,,,
,"01/04/2001 01:56:24 PM",1,,1,,,,
,"01/04/2001 03:00:00 PM",1,,1,,,,
,"01/05/2001 02:30:00 PM",1,,1,,,,
,"01/05/2001 08:30:00 PM",1,,1,,,,
,"01/05/2001 10:00:00 PM",1,,1,,,,
,"01/14/2001 01:00:00 PM",2,,0,,,,
,"01/06/2001 02:15:00 PM",1,,1,,,,
,"01/06/2001 09:00:00 PM",1,,1,,,,
,"01/06/2001 09:05:00 AM",1,,1,,,,
,"01/06/2001 09:10:00 AM",1,,1,,,,
,"01/06/2001 09:25:00 AM",1,,1,,,,
,"01/06/2001 10:39:10 PM",1,,1,,,,
,"01/06/2001 11:02:17 AM",1,,1,,,,
