key,value,count,ncount,complete,min,max,sum,sumsq
,,159,,,,,,
019,,159,159,1,001,025,1771.000000,28967.000000
,001,3,,1,,,,
,002,11,,1,,,,
,003,23,,1,,,,
,004,7,,1,,,,
,005,3,,1,,,,
,006,3,,1,,,,
,007,11,,1,,,,
,008,4,,1,,,,
,009,21,,1,,,,
,010,9,,1,,,,
,011,1,,1,,,,
,012,5,,1,,,,
,014,14,,1,,,,
,016,3,,1,,,,
,017,1,,1,,,,
,018,5,,1,,,,
,019,7,,1,,,,
,020,1,,1,,,,
,022,6,,1,,,,
,024,4,,1,,,,
,025,17,,1,,,,
"01_05_2001 08_58_49 PM",,159,,0,,,,
,"01/08/2001 04:30:00 PM",1,,1,,,,
,"01/08/2001 07:05:00 PM",1,,1,,,,
,"01/08/2001 07:23:23 PM",1,,1,,,,
,"01/08/2001 08:45:00 PM",1,,1,,,,
,"01/08/2001 09:40:42 AM",1,,1,,,,
,"01/08/2001 11:50:00 AM",1,,1,,,,
,"01/02/2001 09:15:00 AM",1,,1,,,,
,"01/11/2001 01:30:00 PM",1,,1,,,,
,"01/11/2001 02:00:00 PM",1,,1,,,,
,"01/11/2001 03:00:00 PM",1,,1,,,,
,"01/11/2001 04:30:00 PM",1,,1,,,,
,"01/11/2001 05:20:00 PM",1,,1,,,,
,"01/09/2001 01:45:00 PM",2,,1,,,,
,"01/09/2001 02:00:00 PM",1,,1,,,,
,"01/09/2001 02:38:56 PM",1,,1,,,,
,"01/09/2001 02:50:00 AM",1,,1,,,,
,"01/09/2001 03:00:00 PM",1,,1,,,,
,"01/09/2001 03:15:49 PM",1,,1,,,,
,"01/09/2001 03:30:00 AM",1,,1,,,,
,"01/09/2001 04:00:38 PM",1,,1,,,,
,"01/09/2001 04:45:00 AM",1,,1,,,,
,"01/09/2001 05:00:00 PM",1,,1,,,,
,"01/09/2001 05:45:00 PM",1,,1,,,,
,"01/09/2001 06:00:00 PM",1,,1,,,,
,"01/09/2001 06:30:00 AM",1,,1,,,,
,"01/09/2001 06:30:00 PM",1,,1,,,,
,"01/09/2001 06:40:00 PM",1,,1,,,,
,"01/09/2001 07:00:00 PM",2,,1,,,,
,"01/09/2001 08:00:00 AM",1,,1,,,,
,"01/09/2001 08:00:00 PM",1,,1,,,,
,"01/09/2001 08:25:00 PM",1,,1,,,,
,"01/09/2001 08:43:08 PM",1,,1,,,,
,"01/09/2001 08:55:00 PM",1,,1,,,,
