0	2	231	1751278024	1751278793	1751278793	
1	source::C:\Program Files\Splunk\var\log\splunk\metrics.log	217	1751278024	1751278793	1751278793	
2	source::C:\Program Files\Splunk\var\log\introspection\disk_objects.log	 14	1751278080	1751278680	1751278681	
