0	3	159418	1712682660	1723352400	1749723381	
1	source::Crimes_-_2001_to_Present_20250611.csv	158316	1712682660	1723352400	1749723356	
2	source::C:\Users\idop\Downloads\tocomp\Crimes_-_2001_to_Present_20250611.csv	551	1712701860	1722879600	1749723381	
3	source::C:\Crimes_-_2001_to_Present_20250611.csv	551	1712701860	1722879600	1749723381	
