key,value,count,ncount,complete,min,max,sum,sumsq
,,155,,,,,,
"41_850099098_ _87_678237962",,155,,0,,,,
,HK628553,1,,1,,,,
,HK643125,1,,1,,,,
,HK643633,1,,1,,,,
,HK651695,1,,1,,,,
,HK659049,1,,1,,,,
,HL666566,1,,1,,,,
,HL671605,1,,1,,,,
,HL672296,1,,1,,,,
,HL688419,1,,1,,,,
,HL689302,1,,1,,,,
,HL690525,1,,1,,,,
,HL691076,1,,1,,,,
,HL691614,1,,1,,,,
,HL692524,1,,1,,,,
,HL692957,1,,1,,,,
,HL694308,1,,1,,,,
,HL694485,1,,1,,,,
,HL694850,1,,1,,,,
,HL694943,1,,1,,,,
,HL694946,1,,1,,,,
,HL695042,1,,1,,,,
,HL695074,1,,1,,,,
,HL695118,1,,1,,,,
,HL695344,1,,1,,,,
,HL695351,1,,1,,,,
,HL695422,1,,1,,,,
,HL695444,1,,1,,,,
,HL695465,1,,1,,,,
,HL695472,1,,1,,,,
,HL695509,1,,1,,,,
,HL695510,1,,1,,,,
,HL695514,1,,1,,,,
,HL695521,1,,1,,,,
,HL695522,1,,1,,,,
,HL695538,1,,1,,,,
,HL695568,1,,1,,,,
,HL695572,1,,1,,,,
,HL695597,1,,1,,,,
,HL695598,1,,1,,,,
,HL695599,1,,1,,,,
,HL695618,1,,1,,,,
,HL695640,1,,1,,,,
,HL695641,1,,1,,,,
,HL695659,1,,1,,,,
,HL695678,1,,1,,,,
,HL695685,1,,1,,,,
,HL695696,1,,1,,,,
,HL695699,1,,1,,,,
,HL695704,1,,1,,,,
,HL695705,1,,1,,,,
,HL695712,1,,1,,,,
,HL695714,1,,1,,,,
,HL695719,1,,1,,,,
,HL695724,1,,1,,,,
,HL695727,1,,1,,,,
,HL695738,1,,1,,,,
,HL695742,1,,1,,,,
,HL695749,1,,1,,,,
,HL695760,1,,1,,,,
,HL695770,1,,1,,,,
,HL695776,1,,1,,,,
,HL695779,1,,1,,,,
,HL695786,1,,1,,,,
,HL695795,1,,1,,,,
,HL695820,1,,1,,,,
,HL695829,1,,1,,,,
,HL695882,1,,1,,,,
,HL695889,1,,1,,,,
,HL695893,1,,1,,,,
,HL695902,1,,1,,,,
,HL695910,1,,1,,,,
,HL695915,1,,1,,,,
,HL695926,1,,1,,,,
,HL695931,1,,1,,,,
,HL695935,1,,1,,,,
,HL695950,1,,1,,,,
,HL695953,1,,1,,,,
,HL695955,1,,1,,,,
,HL695972,1,,1,,,,
,HL695992,1,,1,,,,
,HL695993,1,,1,,,,
,HL696006,1,,1,,,,
,HL696030,1,,1,,,,
,HL696041,1,,1,,,,
,HL696046,1,,1,,,,
,HL696068,1,,1,,,,
,HL696072,1,,1,,,,
,HL696073,1,,1,,,,
,HL696097,1,,1,,,,
,HL696145,1,,1,,,,
,HL696154,1,,1,,,,
,HL696157,1,,1,,,,
,HL696417,1,,1,,,,
,HL696418,1,,1,,,,
,HL696463,1,,1,,,,
,HL696548,1,,1,,,,
,HL696608,1,,1,,,,
,HL696738,1,,1,,,,
,HL697932,1,,1,,,,
,HL698036,1,,1,,,,
"87_678237962",,155,155,0,4400343,4408154,682609097.000000,3006164726935383.000000
,4400343,1,,1,,,,
,4400344,1,,1,,,,
,4400345,1,,1,,,,
,4400346,1,,1,,,,
,4400347,1,,1,,,,
,4400351,1,,1,,,,
,4400353,1,,1,,,,
,4400354,1,,1,,,,
,4400355,1,,1,,,,
,4400357,1,,1,,,,
,4400358,1,,1,,,,
,4400360,1,,1,,,,
,4400361,1,,1,,,,
,4400362,1,,1,,,,
,4400364,1,,1,,,,
,4400365,1,,1,,,,
,4400366,1,,1,,,,
,4400367,1,,1,,,,
,4400368,1,,1,,,,
,4400369,1,,1,,,,
,4400370,1,,1,,,,
,4400371,1,,1,,,,
,4400372,1,,1,,,,
,4400373,1,,1,,,,
,4400376,1,,1,,,,
,4400378,1,,1,,,,
,4400379,1,,1,,,,
,4400381,1,,1,,,,
,4400382,1,,1,,,,
,4400383,1,,1,,,,
,4400384,1,,1,,,,
,4400385,1,,1,,,,
,4400386,1,,1,,,,
,4400387,1,,1,,,,
,4400388,1,,1,,,,
,4400389,1,,1,,,,
,4400390,1,,1,,,,
,4400391,1,,1,,,,
,4400392,1,,1,,,,
,4400393,1,,1,,,,
,4400394,1,,1,,,,
,4400395,1,,1,,,,
,4400397,1,,1,,,,
,4400398,1,,1,,,,
,4400399,1,,1,,,,
,4400400,1,,1,,,,
,4400402,1,,1,,,,
,4400403,1,,1,,,,
,4400409,1,,1,,,,
,4400410,1,,1,,,,
,4400412,1,,1,,,,
,4400413,1,,1,,,,
,4400414,1,,1,,,,
,4400418,1,,1,,,,
,4400419,1,,1,,,,
,4400422,1,,1,,,,
,4400424,1,,1,,,,
,4400425,1,,1,,,,
,4400426,1,,1,,,,
,4400427,1,,1,,,,
,4400429,1,,1,,,,
,4400430,1,,1,,,,
,4400431,1,,1,,,,
,4400432,1,,1,,,,
,4400433,1,,1,,,,
,4400434,1,,1,,,,
,4400435,1,,1,,,,
,4400436,1,,1,,,,
,4400437,1,,1,,,,
,4400438,1,,1,,,,
,4400440,1,,1,,,,
,4400442,1,,1,,,,
,4400443,1,,1,,,,
,4400444,1,,1,,,,
,4400445,1,,1,,,,
,4400446,1,,1,,,,
,4400447,1,,1,,,,
,4400448,1,,1,,,,
,4400449,1,,1,,,,
,4400450,1,,1,,,,
,4400451,1,,1,,,,
,4400452,1,,1,,,,
,4400453,1,,1,,,,
,4400798,1,,1,,,,
,4408048,1,,1,,,,
,4408049,1,,1,,,,
,4408050,1,,1,,,,
,4408051,1,,1,,,,
,4408052,1,,1,,,,
,4408053,1,,1,,,,
,4408055,1,,1,,,,
,4408056,1,,1,,,,
,4408060,1,,1,,,,
,4408062,1,,1,,,,
,4408064,1,,1,,,,
,4408065,1,,1,,,,
,4408068,1,,1,,,,
,4408069,1,,1,,,,
,4408070,1,,1,,,,
,4408072,1,,1,,,,
"EXTRA_FIELD_10",,155,,1,,,,
,true,19,,1,,,,
,false,136,,1,,,,
"EXTRA_FIELD_11",,155,155,0,0111,2535,187997.000000,308084123.000000
,0111,1,,1,,,,
,0112,2,,1,,,,
,0113,2,,1,,,,
,0123,1,,1,,,,
,0132,1,,1,,,,
,0133,1,,1,,,,
,0134,2,,1,,,,
,0232,1,,1,,,,
,0233,1,,1,,,,
,0312,4,,1,,,,
,0314,2,,1,,,,
,0321,2,,1,,,,
,0323,4,,1,,,,
,0331,1,,1,,,,
,0334,1,,1,,,,
,0512,2,,1,,,,
,0522,2,,1,,,,
,0523,2,,1,,,,
,0531,1,,1,,,,
,0532,1,,1,,,,
,0533,1,,1,,,,
,0614,1,,1,,,,
,0622,1,,1,,,,
,0623,2,,1,,,,
,0624,1,,1,,,,
,0631,1,,1,,,,
,0632,2,,1,,,,
,0633,1,,1,,,,
,0723,1,,1,,,,
,0811,2,,1,,,,
,0812,1,,1,,,,
,0815,3,,1,,,,
,0824,1,,1,,,,
,0825,1,,1,,,,
,0831,1,,1,,,,
,0833,1,,1,,,,
,0834,2,,1,,,,
,0835,1,,1,,,,
,0914,1,,1,,,,
,0915,1,,1,,,,
,0921,1,,1,,,,
,0923,1,,1,,,,
,0932,1,,1,,,,
,0933,1,,1,,,,
,0934,1,,1,,,,
,0935,2,,1,,,,
,1012,1,,1,,,,
,1014,1,,1,,,,
,1021,1,,1,,,,
,1031,3,,1,,,,
,1032,1,,1,,,,
,1111,1,,1,,,,
,1112,1,,1,,,,
,1121,1,,1,,,,
,1123,1,,1,,,,
,1132,1,,1,,,,
,1133,1,,1,,,,
,1134,2,,1,,,,
,1211,3,,1,,,,
,1224,1,,1,,,,
,1322,2,,1,,,,
,1323,1,,1,,,,
,1332,1,,1,,,,
,1411,1,,1,,,,
,1412,3,,1,,,,
,1413,1,,1,,,,
,1421,1,,1,,,,
,1422,1,,1,,,,
,1423,2,,1,,,,
,1424,1,,1,,,,
,1432,1,,1,,,,
,1433,1,,1,,,,
,1434,1,,1,,,,
,1512,1,,1,,,,
,1522,1,,1,,,,
,1523,1,,1,,,,
,1524,2,,1,,,,
,1532,1,,1,,,,
,1614,1,,1,,,,
,1623,2,,1,,,,
,1633,1,,1,,,,
,1651,1,,1,,,,
,1711,1,,1,,,,
,1712,1,,1,,,,
,1722,1,,1,,,,
,1813,1,,1,,,,
,1814,1,,1,,,,
,1821,1,,1,,,,
,1833,1,,1,,,,
,1834,1,,1,,,,
,1913,1,,1,,,,
,1922,2,,1,,,,
,1931,2,,1,,,,
,1933,2,,1,,,,
,2023,1,,1,,,,
,2132,2,,1,,,,
,2212,2,,1,,,,
,2322,2,,1,,,,
,2521,2,,1,,,,
,2535,3,,1,,,,
"EXTRA_FIELD_12",,155,155,1,001,025,1763.000000,27685.000000
,001,10,,1,,,,
,002,5,,1,,,,
,003,14,,1,,,,
,005,9,,1,,,,
,006,9,,1,,,,
,007,1,,1,,,,
,008,13,,1,,,,
,009,9,,1,,,,
,010,7,,1,,,,
,011,8,,1,,,,
,012,8,,1,,,,
,014,13,,1,,,,
,015,6,,1,,,,
,016,5,,1,,,,
,017,3,,1,,,,
,018,5,,1,,,,
,019,12,,1,,,,
,020,1,,1,,,,
,022,3,,1,,,,
,024,1,,1,,,,
,025,13,,1,,,,
"EXTRA_FIELD_13",,155,155,1,1,50,3544.000000,111212.000000
,1,5,,1,,,,
,2,10,,1,,,,
,3,3,,1,,,,
,4,1,,1,,,,
,5,3,,1,,,,
,6,8,,1,,,,
,7,1,,1,,,,
,8,3,,1,,,,
,9,6,,1,,,,
,11,4,,1,,,,
,12,1,,1,,,,
,13,1,,1,,,,
,14,3,,1,,,,
,15,1,,1,,,,
,16,2,,1,,,,
,17,1,,1,,,,
,18,4,,1,,,,
,19,2,,1,,,,
,20,9,,1,,,,
,21,3,,1,,,,
,22,4,,1,,,,
,23,4,,1,,,,
,24,7,,1,,,,
,25,1,,1,,,,
,26,5,,1,,,,
,27,5,,1,,,,
,28,1,,1,,,,
,29,4,,1,,,,
,30,3,,1,,,,
,31,3,,1,,,,
,32,6,,1,,,,
,34,3,,1,,,,
,35,4,,1,,,,
,36,3,,1,,,,
,37,4,,1,,,,
,39,3,,1,,,,
,41,2,,1,,,,
,42,7,,1,,,,
,43,4,,1,,,,
,44,1,,1,,,,
,45,2,,1,,,,
,46,4,,1,,,,
,47,2,,1,,,,
,48,1,,1,,,,
,50,1,,1,,,,
"EXTRA_FIELD_14",,155,155,1,2,77,5606.000000,269068.000000
,2,1,,1,,,,
,3,5,,1,,,,
