key,time,count
,0C9V6TR0000000,388
41_850099098_ _87_678237962,0C9V6TR0000000,388
87_678237962,0C9V6TR0000000,388
EXTRA_FIELD_10,0C9V6TR0000000,388
EXTRA_FIELD_11,0C9V6TR0000000,388
EXTRA_FIELD_12,0C9V6TR0000000,388
EXTRA_FIELD_13,0C9V6TR0000000,388
EXTRA_FIELD_14,0C9V6TR0000000,388
EXTRA_FIELD_15,0C9V6TR0000000,388
EXTRA_FIELD_16,0C9V6TR0000000,388
EXTRA_FIELD_17,0C9V6TR0000000,388
EXTRA_FIELD_18,0C9V6TR0000000,388
EXTRA_FIELD_19,0C9V6TR0000000,388
EXTRA_FIELD_20,0C9V6TR0000000,388
EXTRA_FIELD_21,0C9V6TR0000000,388
EXTRA_FIELD_22,0C9V6TR0000000,388
EXTRA_FIELD_3,0C9V6TR0000000,388
EXTRA_FIELD_4,0C9V6TR0000000,388
EXTRA_FIELD_5,0C9V6TR0000000,388
EXTRA_FIELD_6,0C9V6TR0000000,388
EXTRA_FIELD_7,0C9V6TR0000000,388
EXTRA_FIELD_8,0C9V6TR0000000,388
EXTRA_FIELD_9,0C9V6TR0000000,388
date_hour,0C9V6TR0000000,388
date_mday,0C9V6TR0000000,388
date_minute,0C9V6TR0000000,388
date_month,0C9V6TR0000000,388
date_second,0C9V6TR0000000,388
date_wday,0C9V6TR0000000,388
date_year,0C9V6TR0000000,388
date_zone,0C9V6TR0000000,388
host,0C9V6TR0000000,388
linecount,0C9V6TR0000000,388
punct,0C9V6TR0000000,388
source,0C9V6TR0000000,388
sourcetype,0C9V6TR0000000,388
timeendpos,0C9V6TR0000000,388
timestartpos,0C9V6TR0000000,388
,0CA1OLF0000000,93
41_850099098_ _87_678237962,0CA1OLF0000000,93
87_678237962,0CA1OLF0000000,93
EXTRA_FIELD_10,0CA1OLF0000000,93
EXTRA_FIELD_11,0CA1OLF0000000,93
EXTRA_FIELD_12,0CA1OLF0000000,93
EXTRA_FIELD_13,0CA1OLF0000000,93
EXTRA_FIELD_14,0CA1OLF0000000,93
EXTRA_FIELD_15,0CA1OLF0000000,93
EXTRA_FIELD_16,0CA1OLF0000000,93
EXTRA_FIELD_17,0CA1OLF0000000,93
EXTRA_FIELD_18,0CA1OLF0000000,93
EXTRA_FIELD_19,0CA1OLF0000000,93
EXTRA_FIELD_20,0CA1OLF0000000,93
EXTRA_FIELD_21,0CA1OLF0000000,93
EXTRA_FIELD_22,0CA1OLF0000000,93
EXTRA_FIELD_3,0CA1OLF0000000,93
EXTRA_FIELD_4,0CA1OLF0000000,93
EXTRA_FIELD_5,0CA1OLF0000000,93
EXTRA_FIELD_6,0CA1OLF0000000,93
EXTRA_FIELD_7,0CA1OLF0000000,93
EXTRA_FIELD_8,0CA1OLF0000000,93
EXTRA_FIELD_9,0CA1OLF0000000,93
date_hour,0CA1OLF0000000,93
date_mday,0CA1OLF0000000,93
date_minute,0CA1OLF0000000,93
date_month,0CA1OLF0000000,93
date_second,0CA1OLF0000000,93
date_wday,0CA1OLF0000000,93
date_year,0CA1OLF0000000,93
date_zone,0CA1OLF0000000,93
host,0CA1OLF0000000,93
linecount,0CA1OLF0000000,93
punct,0CA1OLF0000000,93
source,0CA1OLF0000000,93
sourcetype,0CA1OLF0000000,93
timeendpos,0CA1OLF0000000,93
timestartpos,0CA1OLF0000000,93
,0CA4AD30000000,83
41_850099098_ _87_678237962,0CA4AD30000000,83
87_678237962,0CA4AD30000000,83
EXTRA_FIELD_10,0CA4AD30000000,83
EXTRA_FIELD_11,0CA4AD30000000,83
EXTRA_FIELD_12,0CA4AD30000000,83
EXTRA_FIELD_13,0CA4AD30000000,83
EXTRA_FIELD_14,0CA4AD30000000,83
EXTRA_FIELD_15,0CA4AD30000000,83
EXTRA_FIELD_16,0CA4AD30000000,83
EXTRA_FIELD_17,0CA4AD30000000,83
EXTRA_FIELD_18,0CA4AD30000000,83
EXTRA_FIELD_19,0CA4AD30000000,83
EXTRA_FIELD_20,0CA4AD30000000,83
EXTRA_FIELD_21,0CA4AD30000000,83
EXTRA_FIELD_22,0CA4AD30000000,83
EXTRA_FIELD_3,0CA4AD30000000,83
EXTRA_FIELD_4,0CA4AD30000000,83
EXTRA_FIELD_5,0CA4AD30000000,83
EXTRA_FIELD_6,0CA4AD30000000,83
EXTRA_FIELD_7,0CA4AD30000000,83
EXTRA_FIELD_8,0CA4AD30000000,83
EXTRA_FIELD_9,0CA4AD30000000,83
date_hour,0CA4AD30000000,83
date_mday,0CA4AD30000000,83
date_minute,0CA4AD30000000,83
date_month,0CA4AD30000000,83
date_second,0CA4AD30000000,83
date_wday,0CA4AD30000000,83
date_year,0CA4AD30000000,83
date_zone,0CA4AD30000000,83
host,0CA4AD30000000,83
linecount,0CA4AD30000000,83
punct,0CA4AD30000000,83
source,0CA4AD30000000,83
sourcetype,0CA4AD30000000,83
timeendpos,0CA4AD30000000,83
timestartpos,0CA4AD30000000,83
,0CA6MRV0000000,91
41_850099098_ _87_678237962,0CA6MRV0000000,91
87_678237962,0CA6MRV0000000,91
EXTRA_FIELD_10,0CA6MRV0000000,91
EXTRA_FIELD_11,0CA6MRV0000000,91
EXTRA_FIELD_12,0CA6MRV0000000,91
EXTRA_FIELD_13,0CA6MRV0000000,91
EXTRA_FIELD_14,0CA6MRV0000000,91
EXTRA_FIELD_15,0CA6MRV0000000,91
EXTRA_FIELD_16,0CA6MRV0000000,91
EXTRA_FIELD_17,0CA6MRV0000000,91
EXTRA_FIELD_18,0CA6MRV0000000,91
EXTRA_FIELD_19,0CA6MRV0000000,91
EXTRA_FIELD_20,0CA6MRV0000000,91
EXTRA_FIELD_21,0CA6MRV0000000,91
EXTRA_FIELD_22,0CA6MRV0000000,91
EXTRA_FIELD_3,0CA6MRV0000000,91
EXTRA_FIELD_4,0CA6MRV0000000,91
EXTRA_FIELD_5,0CA6MRV0000000,91
EXTRA_FIELD_6,0CA6MRV0000000,91
EXTRA_FIELD_7,0CA6MRV0000000,91
EXTRA_FIELD_8,0CA6MRV0000000,91
EXTRA_FIELD_9,0CA6MRV0000000,91
date_hour,0CA6MRV0000000,91
date_mday,0CA6MRV0000000,91
date_minute,0CA6MRV0000000,91
date_month,0CA6MRV0000000,91
date_second,0CA6MRV0000000,91
date_wday,0CA6MRV0000000,91
date_year,0CA6MRV0000000,91
date_zone,0CA6MRV0000000,91
host,0CA6MRV0000000,91
linecount,0CA6MRV0000000,91
punct,0CA6MRV0000000,91
source,0CA6MRV0000000,91
sourcetype,0CA6MRV0000000,91
timeendpos,0CA6MRV0000000,91
timestartpos,0CA6MRV0000000,91
,0CA98G2G000000,83
41_850099098_ _87_678237962,0CA98G2G000000,83
87_678237962,0CA98G2G000000,83
EXTRA_FIELD_10,0CA98G2G000000,83
EXTRA_FIELD_11,0CA98G2G000000,83
EXTRA_FIELD_12,0CA98G2G000000,83
EXTRA_FIELD_13,0CA98G2G000000,83
EXTRA_FIELD_14,0CA98G2G000000,83
EXTRA_FIELD_15,0CA98G2G000000,83
EXTRA_FIELD_16,0CA98G2G000000,83
EXTRA_FIELD_17,0CA98G2G000000,83
EXTRA_FIELD_18,0CA98G2G000000,83
EXTRA_FIELD_19,0CA98G2G000000,83
EXTRA_FIELD_20,0CA98G2G000000,83
EXTRA_FIELD_21,0CA98G2G000000,83
EXTRA_FIELD_22,0CA98G2G000000,83
EXTRA_FIELD_3,0CA98G2G000000,83
EXTRA_FIELD_4,0CA98G2G000000,83
EXTRA_FIELD_5,0CA98G2G000000,83
EXTRA_FIELD_6,0CA98G2G000000,83
EXTRA_FIELD_7,0CA98G2G000000,83
EXTRA_FIELD_8,0CA98G2G000000,83
EXTRA_FIELD_9,0CA98G2G000000,83
date_hour,0CA98G2G000000,83
date_mday,0CA98G2G000000,83
date_minute,0CA98G2G000000,83
date_month,0CA98G2G000000,83
date_second,0CA98G2G000000,83
date_wday,0CA98G2G000000,83
date_year,0CA98G2G000000,83
date_zone,0CA98G2G000000,83
host,0CA98G2G000000,83
linecount,0CA98G2G000000,83
punct,0CA98G2G000000,83
source,0CA98G2G000000,83
sourcetype,0CA98G2G000000,83
timeendpos,0CA98G2G000000,83
timestartpos,0CA98G2G000000,83
,0CABNJAG000000,108
41_850099098_ _87_678237962,0CABNJAG000000,108
87_678237962,0CABNJAG000000,108
EXTRA_FIELD_10,0CABNJAG000000,108
EXTRA_FIELD_11,0CABNJAG000000,108
EXTRA_FIELD_12,0CABNJAG000000,108
EXTRA_FIELD_13,0CABNJAG000000,108
EXTRA_FIELD_14,0CABNJAG000000,108
EXTRA_FIELD_15,0CABNJAG000000,108
EXTRA_FIELD_16,0CABNJAG000000,108
EXTRA_FIELD_17,0CABNJAG000000,108
EXTRA_FIELD_18,0CABNJAG000000,108
EXTRA_FIELD_19,0CABNJAG000000,108
EXTRA_FIELD_20,0CABNJAG000000,108
EXTRA_FIELD_21,0CABNJAG000000,108
EXTRA_FIELD_22,0CABNJAG000000,108
EXTRA_FIELD_3,0CABNJAG000000,108
EXTRA_FIELD_4,0CABNJAG000000,108
EXTRA_FIELD_5,0CABNJAG000000,108
EXTRA_FIELD_6,0CABNJAG000000,108
EXTRA_FIELD_7,0CABNJAG000000,108
EXTRA_FIELD_8,0CABNJAG000000,108
EXTRA_FIELD_9,0CABNJAG000000,108
date_hour,0CABNJAG000000,108
date_mday,0CABNJAG000000,108
date_minute,0CABNJAG000000,108
date_month,0CABNJAG000000,108
date_second,0CABNJAG000000,108
date_wday,0CABNJAG000000,108
date_year,0CABNJAG000000,108
date_zone,0CABNJAG000000,108
host,0CABNJAG000000,108
linecount,0CABNJAG000000,108
punct,0CABNJAG000000,108
source,0CABNJAG000000,108
sourcetype,0CABNJAG000000,108
timeendpos,0CABNJAG000000,108
timestartpos,0CABNJAG000000,108
,0CAE9AUG000000,80
41_850099098_ _87_678237962,0CAE9AUG000000,80
87_678237962,0CAE9AUG000000,80
EXTRA_FIELD_10,0CAE9AUG000000,80
EXTRA_FIELD_11,0CAE9AUG000000,80
EXTRA_FIELD_12,0CAE9AUG000000,80
EXTRA_FIELD_13,0CAE9AUG000000,80
EXTRA_FIELD_14,0CAE9AUG000000,80
EXTRA_FIELD_15,0CAE9AUG000000,80
EXTRA_FIELD_16,0CAE9AUG000000,80
EXTRA_FIELD_17,0CAE9AUG000000,80
EXTRA_FIELD_18,0CAE9AUG000000,80
EXTRA_FIELD_19,0CAE9AUG000000,80
EXTRA_FIELD_20,0CAE9AUG000000,80
EXTRA_FIELD_21,0CAE9AUG000000,80
EXTRA_FIELD_22,0CAE9AUG000000,80
EXTRA_FIELD_3,0CAE9AUG000000,80
EXTRA_FIELD_4,0CAE9AUG000000,80
EXTRA_FIELD_5,0CAE9AUG000000,80
