key,value,count,ncount,complete,min,max,sum,sumsq
,,98,,,,,,
"41_850099098_ _87_678237962",,98,,1,,,,
,HL382000,1,,1,,,,
,HL628975,1,,1,,,,
,HL630323,1,,1,,,,
,HL631618,1,,1,,,,
,HL631622,1,,1,,,,
,HL631633,1,,1,,,,
,HL631645,1,,1,,,,
,HL637601,1,,1,,,,
,HL637661,1,,1,,,,
,HL638733,1,,1,,,,
,HL643685,1,,1,,,,
,HL647752,1,,1,,,,
,HL647775,1,,1,,,,
,HL648435,1,,1,,,,
,HL648442,1,,1,,,,
,HL648475,1,,1,,,,
,HL648498,1,,1,,,,
,HL649544,1,,1,,,,
,HL651451,1,,1,,,,
,HL653668,1,,1,,,,
,HL653833,1,,1,,,,
,HL653836,1,,1,,,,
,HL653860,1,,1,,,,
,HL654471,1,,1,,,,
,HL655662,1,,1,,,,
,HL658702,1,,1,,,,
,HL679418,1,,1,,,,
,HL679506,1,,1,,,,
,HL690822,1,,1,,,,
,HL692417,1,,1,,,,
,HL693982,1,,1,,,,
,HL694092,1,,1,,,,
,HL694221,1,,1,,,,
,HL694254,1,,1,,,,
,HL694264,1,,1,,,,
,HL694350,1,,1,,,,
,HL694352,1,,1,,,,
,HL694412,1,,1,,,,
,HL694422,1,,1,,,,
,HL694481,1,,1,,,,
,HL694587,1,,1,,,,
,HL694657,1,,1,,,,
,HL694674,1,,1,,,,
,HL694803,1,,1,,,,
,HL694963,1,,1,,,,
,HL695039,1,,1,,,,
,HL695188,1,,1,,,,
,HL695284,1,,1,,,,
,HL695323,1,,1,,,,
,HL695620,1,,1,,,,
,HL695658,1,,1,,,,
,HL695725,1,,1,,,,
,HL695909,1,,1,,,,
,HL695943,1,,1,,,,
,HL696037,1,,1,,,,
,HL696254,1,,1,,,,
,HL696326,1,,1,,,,
,HL696390,1,,1,,,,
,HL696406,1,,1,,,,
,HL696447,1,,1,,,,
,HL696449,1,,1,,,,
,HL696649,1,,1,,,,
,HL696662,1,,1,,,,
,HL696683,1,,1,,,,
,HL696758,1,,1,,,,
,HL696801,1,,1,,,,
,HL696890,1,,1,,,,
,HL697063,1,,1,,,,
,HL697117,1,,1,,,,
,HL697168,1,,1,,,,
,HL697216,1,,1,,,,
,HL697247,1,,1,,,,
,HL697268,1,,1,,,,
,HL697278,1,,1,,,,
,HL697281,1,,1,,,,
,HL697356,1,,1,,,,
,HL697414,1,,1,,,,
,HL697463,1,,1,,,,
,HL697548,1,,1,,,,
,HL697559,1,,1,,,,
,HL697568,1,,1,,,,
,HL697639,1,,1,,,,
,HL697648,1,,1,,,,
,HL697683,1,,1,,,,
,HL697727,1,,1,,,,
,HL697888,1,,1,,,,
,HL697944,1,,1,,,,
,HL697947,1,,1,,,,
,HL697957,1,,1,,,,
,HL698012,1,,1,,,,
,HL698056,1,,1,,,,
,HL698211,1,,1,,,,
,HL698229,1,,1,,,,
,HL704865,1,,1,,,,
,HL705450,1,,1,,,,
,HL706453,1,,1,,,,
,HL706606,1,,1,,,,
,HL706626,1,,1,,,,
"87_678237962",,98,98,1,4403288,4411217,431599374.000000,1900796623456950.000000
,4403288,1,,1,,,,
,4403289,1,,1,,,,
,4403291,1,,1,,,,
,4403293,1,,1,,,,
,4403295,1,,1,,,,
,4403297,1,,1,,,,
