key,value,count,ncount,complete,min,max,sum,sumsq
,,91,,,,,,
"41_850099098_ _87_678237962",,91,,1,,,,
,HL290862,1,,1,,,,
,HL294870,1,,1,,,,
,HL304836,1,,1,,,,
,HL309353,1,,1,,,,
,HL311630,1,,1,,,,
,HL311777,1,,1,,,,
,HL339362,1,,1,,,,
,HL343389,1,,1,,,,
,HL631299,1,,1,,,,
,HL635537,1,,1,,,,
,HL635646,1,,1,,,,
,HL643717,1,,1,,,,
,HL643720,1,,1,,,,
,HL643736,1,,1,,,,
,HL643752,1,,1,,,,
,HL643781,1,,1,,,,
,HL643796,1,,1,,,,
,HL645050,1,,1,,,,
,HL645322,1,,1,,,,
,HL645439,1,,1,,,,
,HL645472,1,,1,,,,
,HL645795,1,,1,,,,
,HL647668,1,,1,,,,
,HL648910,1,,1,,,,
,HL648919,1,,1,,,,
,HL648932,1,,1,,,,
,HL648957,1,,1,,,,
,HL649028,1,,1,,,,
,HL649035,1,,1,,,,
,HL649046,1,,1,,,,
,HL649070,1,,1,,,,
,HL649084,1,,1,,,,
,HL649143,1,,1,,,,
,HL649155,1,,1,,,,
,HL649180,1,,1,,,,
,HL649690,1,,1,,,,
,HL651115,1,,1,,,,
,HL651117,1,,1,,,,
,HL651129,1,,1,,,,
,HL654809,1,,1,,,,
,HL655139,1,,1,,,,
,HL655153,1,,1,,,,
,HL655159,1,,1,,,,
,HL655160,1,,1,,,,
,HL672204,1,,1,,,,
,HL681465,1,,1,,,,
,HL681946,1,,1,,,,
,HL695962,1,,1,,,,
,HL696687,1,,1,,,,
,HL697194,1,,1,,,,
,HL697317,1,,1,,,,
,HL697526,1,,1,,,,
,HL697772,1,,1,,,,
,HL698547,1,,1,,,,
,HL699008,1,,1,,,,
,HL699064,1,,1,,,,
,HL700477,1,,1,,,,
,HL700624,1,,1,,,,
,HL700696,1,,1,,,,
,HL700727,1,,1,,,,
,HL700756,1,,1,,,,
,HL700758,1,,1,,,,
,HL700761,1,,1,,,,
,HL700762,1,,1,,,,
,HL700768,1,,1,,,,
,HL700776,1,,1,,,,
,HL700779,1,,1,,,,
,HL700783,1,,1,,,,
,HL700787,1,,1,,,,
