key,value,count,ncount,complete,min,max,sum,sumsq
,,91,,,,,,
"41_850099098_ _87_678237962",,91,,1,,,,
,HL637680,1,,1,,,,
,HL637693,1,,1,,,,
,HL643117,1,,1,,,,
,HL643155,1,,1,,,,
,HL643330,1,,1,,,,
,HL645357,1,,1,,,,
,HL645363,1,,1,,,,
,HL645382,1,,1,,,,
,HL645388,1,,1,,,,
,HL645424,1,,1,,,,
,HL645425,1,,1,,,,
,HL645491,1,,1,,,,
,HL653893,1,,1,,,,
,HL653947,1,,1,,,,
,HL654396,1,,1,,,,
,HL670458,1,,1,,,,
,HL678504,1,,1,,,,
,HL680153,1,,1,,,,
,HL684606,1,,1,,,,
,HL684620,1,,1,,,,
,HL687592,1,,1,,,,
,HL688214,1,,1,,,,
,HL688478,1,,1,,,,
,HL690797,1,,1,,,,
,HL691180,1,,1,,,,
,HL691214,1,,1,,,,
,HL691338,1,,1,,,,
,HL691734,1,,1,,,,
,HL691780,1,,1,,,,
,HL692167,1,,1,,,,
,HL692304,1,,1,,,,
,HL692322,1,,1,,,,
,HL692430,1,,1,,,,
,HL692478,1,,1,,,,
,HL692495,1,,1,,,,
,HL692536,1,,1,,,,
,HL692577,1,,1,,,,
,HL692625,1,,1,,,,
,HL692736,1,,1,,,,
,HL692808,1,,1,,,,
,HL692827,1,,1,,,,
,HL692916,1,,1,,,,
,HL692984,1,,1,,,,
,HL693045,1,,1,,,,
,HL693072,1,,1,,,,
,HL693276,1,,1,,,,
,HL693672,1,,1,,,,
,HL693749,1,,1,,,,
,HL693855,1,,1,,,,
,HL694146,1,,1,,,,
,HL694158,1,,1,,,,
,HL694187,1,,1,,,,
,HL694211,1,,1,,,,
,HL694257,1,,1,,,,
,HL694282,1,,1,,,,
,HL694318,1,,1,,,,
,HL694340,1,,1,,,,
,HL694444,1,,1,,,,
,HL694559,1,,1,,,,
,HL694693,1,,1,,,,
,HL694784,1,,1,,,,
,HL694820,1,,1,,,,
,HL694931,1,,1,,,,
,HL694941,1,,1,,,,
,HL694981,1,,1,,,,
,HL695069,1,,1,,,,
,HL695120,1,,1,,,,
,HL695150,1,,1,,,,
,HL695287,1,,1,,,,
