key,value,count,ncount,complete,min,max,sum,sumsq
,,146,,,,,,
"41_850099098_ _87_678237962",,146,,0,,,,
,H706634,1,,1,,,,
,HL635942,1,,1,,,,
,HL641930,1,,1,,,,
,HL641938,1,,1,,,,
,HL641957,1,,1,,,,
,HL641958,1,,1,,,,
,HL641959,1,,1,,,,
,HL641960,1,,1,,,,
,HL651135,1,,1,,,,
,HL678070,1,,1,,,,
,HL686595,1,,1,,,,
,HL686724,1,,1,,,,
,HL688540,1,,1,,,,
,HL690269,1,,1,,,,
,HL690500,1,,1,,,,
,HL690584,1,,1,,,,
,HL690685,1,,1,,,,
,HL691463,1,,1,,,,
,HL691657,1,,1,,,,
,HL692525,1,,1,,,,
,HL692549,1,,1,,,,
,HL692551,1,,1,,,,
,HL693089,1,,1,,,,
,HL693415,1,,1,,,,
,HL693510,1,,1,,,,
,HL693539,1,,1,,,,
,HL693590,1,,1,,,,
,HL693733,1,,1,,,,
,HL694242,1,,1,,,,
,HL694303,1,,1,,,,
,HL694311,1,,1,,,,
,HL694315,1,,1,,,,
,HL694431,1,,1,,,,
,HL694555,1,,1,,,,
,HL694566,1,,1,,,,
,HL694600,1,,1,,,,
,HL694655,1,,1,,,,
,HL694704,1,,1,,,,
,HL694726,1,,1,,,,
,HL694738,1,,1,,,,
,HL694859,1,,1,,,,
,HL694871,1,,1,,,,
,HL694893,1,,1,,,,
,HL694910,1,,1,,,,
,HL694921,1,,1,,,,
,HL694937,1,,1,,,,
,HL695008,1,,1,,,,
,HL695011,1,,1,,,,
,HL695025,1,,1,,,,
,HL695060,1,,1,,,,
,HL695083,1,,1,,,,
,HL695087,1,,1,,,,
,HL695151,1,,1,,,,
,HL695196,1,,1,,,,
,HL695265,1,,1,,,,
,HL695295,1,,1,,,,
,HL695357,1,,1,,,,
,HL695380,1,,1,,,,
,HL695454,1,,1,,,,
,HL695491,1,,1,,,,
,HL695593,1,,1,,,,
,HL695595,1,,1,,,,
,HL695688,1,,1,,,,
,HL695758,1,,1,,,,
,HL695816,1,,1,,,,
,HL695828,1,,1,,,,
,HL695845,1,,1,,,,
,HL695850,1,,1,,,,
,HL695864,1,,1,,,,
,HL695922,1,,1,,,,
,HL695945,1,,1,,,,
,HL696054,1,,1,,,,
,HL696084,1,,1,,,,
,HL696108,1,,1,,,,
,HL696113,1,,1,,,,
,HL696200,1,,1,,,,
,HL696208,1,,1,,,,
,HL696211,1,,1,,,,
,HL700360,1,,1,,,,
,HL700438,1,,1,,,,
,HL700610,1,,1,,,,
,HL701106,1,,1,,,,
,HL701163,1,,1,,,,
,HL701361,1,,1,,,,
,HL701779,1,,1,,,,
,HL701801,1,,1,,,,
,HL701813,1,,1,,,,
,HL701821,1,,1,,,,
,HL701838,1,,1,,,,
,HL701983,1,,1,,,,
,HL702157,1,,1,,,,
,HL702172,1,,1,,,,
,HL702361,1,,1,,,,
,HL702428,1,,1,,,,
,HL702628,1,,1,,,,
,HL702696,1,,1,,,,
,HL702733,1,,1,,,,
,HL703003,1,,1,,,,
,HL703054,1,,1,,,,
,HL703095,1,,1,,,,
