07-07-2025 03:00:01.372 +0300 INFO  SearchTelemetrySingleton - record_search_telemetry=1
07-07-2025 03:00:01.372 +0300 WARN  SearchTelemetrySingleton - Config setting remote_search_telemetry_file_limit=-1114177552 is invalid. Will use 30
07-07-2025 03:00:01.382 +0300 WARN  SearchTelemetrySingleton - Unable to read configuration for index_remote_search_telemetry from limits.conf, defaulting to false
07-07-2025 03:00:01.382 +0300 INFO  SearchTelemetrySingleton - Loaded config settings: telemetry file limit = 500, event size limit = 1000000, component size limit = 10000
07-07-2025 03:00:01.606 +0300 INFO  SearchTelemetry - set search status to success
07-07-2025 03:00:01.697 +0300 INFO  SearchTelemetry - set search status to success
07-07-2025 03:00:01.821 +0300 INFO  SearchTelemetry - set search status to success
07-07-2025 03:00:01.875 +0300 INFO  SearchTelemetrySingleton - Writing search telemetry to search_telemetry.json
07-07-2025 03:00:01.875 +0300 INFO  SearchTelemetrySingleton - Copying search_telemetry.json from dispatch dir to var/run/splunk/search_telemetry
07-07-2025 03:00:01.893 +0300 INFO  SearchTelemetrySingleton - Done copying search_telemetry.json to C:\Program Files\Splunk\var\run\splunk\search_telemetry\e09fcff2136fe0d5_scheduler__nobody_c3BsdW5rX2luc3RydW1lbnRhdGlvbg__RMD5eb9625685b559511_at_1751846400_3_search_telemetry.json
