user,"status_buckets","max_time","max_count","reduce_freq","sample_ratio","sample_seed","sample_exact","preview_enabled","num_previews","result_preview_count",search,pid,"is_events_preview_enabled",provenance,priority,state,done,keywords,"relevant_fields","remote_timeline","optimized_search","phase_0_search","phase_1_search",earliest,latest,"api_et","api_lt","search_et","search_lt",now,"events_streamed",streaming,servers,"search_providers","remote_search","normalized_search","search_can_be_event_type","report_search","events_search",label,"is_saved_search","savedsearch_label","can_summarize","lookups_enabled",realtimesearch,batchmodesearch,"time_cursored","column_order","events_sorted","fieldmeta_static",start,error,"bad_request","run_time","scan_count","drop_count",resultcount,count,"available_count","events_istruncated","events_fields_count","remote_search_logs","remote_dfs_logs",cursor,"max_cache_miss_bucket_fetch_time","max_cache_miss_bucket_fetch_time_peer","searched_buckets","eliminated_buckets","is_prjob","disk_usage","fieldmeta_results"
admin,0,"0.000",500000,10,1,0,0,0,0,1,"|savedsearch instrumentation.usage.smartStore.global | join type=left splunk_server [|savedsearch instrumentation.usage.smartStore.perIndex] | join type=left splunk_server [|savedsearch instrumentation.usage.smartStore.capacity] | eval data=""{""+globalConfig+"", ""+capCombined+"", ""+indexConfig+"", ""+s2Enabled+""}"",_time=now(), date=strftime(_time, ""%Y-%m-%d"") | fields data _time date",48844,0,scheduler,5,DONE,1,"","_time
data
date
globalConfig
hotlist_bloom_filter_recency_hours
hotlist_recency_secs",0,"","prerest  splunk_server=""BEER-PC01"" timeout=60 ""/services/configs/conf-server?count=0""","rest  splunk_server=local /services/configs/conf-server  | where  title in (""cachemanager"",""diskUsage"", ""clustering"")  | eval  data=""\""""+title+""\"":"",hotlist_recency_secs=if(isnull(hotlist_recency_secs), ""none"", hotlist_recency_secs), hotlist_bloom_filter_recency_hours=if(isnull(hotlist_bloom_filter_recency_hours), ""none"", hotlist_bloom_filter_recency_hours)  | eval  data=if(title=""diskUsage"", data+""{\""minFreeSpace\"":\""""+minFreeSpace+""\""}"", data), data=if(title=""cachemanager"", data+""{\""eviction_padding\"":\""""+eviction_padding+""\"",\""max_cache_size\"":\""""+max_cache_size+""\"", \""hotlist_recency_secs\"":\""""+hotlist_recency_secs+""\"", \""hotlist_bloom_filter_recency_hours\"":\""""+hotlist_bloom_filter_recency_hours+""\""}"", data), data=if(title=""clustering"", data+""{\""mode\"":\""""+mode+""\""""+if(mode=""master"", "",\""search_factor\"":\""""+search_factor+""\"",\""multisite\"":\""""+multisite+""\"",\""site_replication_factor\"":\""""+site_replication_factor+""\"",\""site_search_factor\"":\""""+site_search_factor+""\""}"", ""}""), data)  | stats  list(data) AS dataList BY splunk_server  | eval  globalConfig=""\""global config\"":{"" + mvjoin(dataList, "","") + ""}""  | fields  globalConfig, splunk_server | join  type=left splunk_server [|rest splunk_server=local /services/configs/conf-indexes | appendcols [|rest splunk_server=local /servicesNS/nobody/splunk_instrumentation/telemetry | fields telemetrySalt]| eval title_dist=if(match(title, ""^([^_].*?)\s*""),""external"",""internal""), s2Enabled=if(isnotnull(remotePath),""SmartStore enabled"", ""non-SmartStore enabled""),hotlist_recency_secs=if(isnull(hotlist_recency_secs), ""none"", hotlist_recency_secs), hotlist_bloom_filter_recency_hours=if(isnull(hotlist_bloom_filter_recency_hours), ""none"", hotlist_bloom_filter_recency_hours) | makejson frozenTimePeriodInSecs, hotlist_recency_secs, hotlist_bloom_filter_recency_hours, maxHotSpanSecs, maxGlobalDataSizeMB, output=""indexConfig"" | eval telemetrySalt=if(isnull(telemetrySalt), """", telemetrySalt), hashTitle=sha1(telemetrySalt+title), title_combine=title_dist+""_""+hashTitle, indexConfig=""\""""+title_combine+""\"":"" + indexConfig | stats list(hashTitle) AS titleList,list(indexConfig) AS indexList BY s2Enabled, splunk_server | eval indexConfig=mvjoin(indexList, "",""), titleCombined=""\""""+s2Enabled+""\"":\"""" + mvjoin(titleList, "","") +""\"""" | stats list(titleCombined) AS s2List, list(indexConfig) AS indexList BY splunk_server| eval s2Enabled=""\""list of indexes\"":{"" + mvjoin(s2List, "","") + ""}"", indexConfig=""\""per index config\"":{"" + mvjoin(indexList, "","") + ""}""  | fields s2Enabled, indexConfig, splunk_server] | join  type=left splunk_server [|rest splunk_server=local /services/server/status/partitions-space | makejson available, capacity, free, fs_type, output=""cap"" | eval cap=""\""""+title+""\"": ""+cap+"""" | stats list(cap) AS capList BY splunk_server | eval capCombined=""\""total storage capacity\"":{"" + mvjoin(capList, "", "") + ""}"" | fields capCombined, splunk_server] | eval  data=""{""+globalConfig+"", ""+capCombined+"", ""+indexConfig+"", ""+s2Enabled+""}"",_time=now(), date=strftime(_time, ""%Y-%m-%d"")  | fields  data _time date | noop ","1750636800.000000000","1751241600.000000000","1750636800.000000000","1751241600.000000000","1750636800.000000000","1751241600.000000000",1751241600,1,0,"*","BEER-PC01","prerest  splunk_server=""BEER-PC01"" timeout=60 ""/services/configs/conf-server?count=0""","prerest splunk_server=""BEER-PC01"" timeout=60 ""/services/configs/conf-server?count=0""",0,"rest  splunk_server=local /services/configs/conf-server | where  title in (""cachemanager"",""diskUsage"", ""clustering"") | eval  data=""\""""+title+""\"":"",hotlist_recency_secs=if(isnull(hotlist_recency_secs), ""none"", hotlist_recency_secs), hotlist_bloom_filter_recency_hours=if(isnull(hotlist_bloom_filter_recency_hours), ""none"", hotlist_bloom_filter_recency_hours) | eval  data=if(title=""diskUsage"", data+""{\""minFreeSpace\"":\""""+minFreeSpace+""\""}"", data), data=if(title=""cachemanager"", data+""{\""eviction_padding\"":\""""+eviction_padding+""\"",\""max_cache_size\"":\""""+max_cache_size+""\"", \""hotlist_recency_secs\"":\""""+hotlist_recency_secs+""\"", \""hotlist_bloom_filter_recency_hours\"":\""""+hotlist_bloom_filter_recency_hours+""\""}"", data), data=if(title=""clustering"", data+""{\""mode\"":\""""+mode+""\""""+if(mode=""master"", "",\""search_factor\"":\""""+search_factor+""\"",\""multisite\"":\""""+multisite+""\"",\""site_replication_factor\"":\""""+site_replication_factor+""\"",\""site_search_factor\"":\""""+site_search_factor+""\""}"", ""}""), data) | stats  list(data) AS dataList BY splunk_server | eval  globalConfig=""\""global config\"":{"" + mvjoin(dataList, "","") + ""}"" | fields  globalConfig, splunk_server | join  type=left splunk_server [|rest splunk_server=local /services/configs/conf-indexes | appendcols [|rest splunk_server=local /servicesNS/nobody/splunk_instrumentation/telemetry | fields telemetrySalt]| eval title_dist=if(match(title, ""^([^_].*?)\s*""),""external"",""internal""), s2Enabled=if(isnotnull(remotePath),""SmartStore enabled"", ""non-SmartStore enabled""),hotlist_recency_secs=if(isnull(hotlist_recency_secs), ""none"", hotlist_recency_secs), hotlist_bloom_filter_recency_hours=if(isnull(hotlist_bloom_filter_recency_hours), ""none"", hotlist_bloom_filter_recency_hours) | makejson frozenTimePeriodInSecs, hotlist_recency_secs, hotlist_bloom_filter_recency_hours, maxHotSpanSecs, maxGlobalDataSizeMB, output=""indexConfig"" | eval telemetrySalt=if(isnull(telemetrySalt), """", telemetrySalt), hashTitle=sha1(telemetrySalt+title), title_combine=title_dist+""_""+hashTitle, indexConfig=""\""""+title_combine+""\"":"" + indexConfig | stats list(hashTitle) AS titleList,list(indexConfig) AS indexList BY s2Enabled, splunk_server | eval indexConfig=mvjoin(indexList, "",""), titleCombined=""\""""+s2Enabled+""\"":\"""" + mvjoin(titleList, "","") +""\"""" | stats list(titleCombined) AS s2List, list(indexConfig) AS indexList BY splunk_server| eval s2Enabled=""\""list of indexes\"":{"" + mvjoin(s2List, "","") + ""}"", indexConfig=""\""per index config\"":{"" + mvjoin(indexList, "","") + ""}""  | fields s2Enabled, indexConfig, splunk_server] | join  type=left splunk_server [|rest splunk_server=local /services/server/status/partitions-space | makejson available, capacity, free, fs_type, output=""cap"" | eval cap=""\""""+title+""\"": ""+cap+"""" | stats list(cap) AS capList BY splunk_server | eval capCombined=""\""total storage capacity\"":{"" + mvjoin(capList, "", "") + ""}"" | fields capCombined, splunk_server] | eval  data=""{""+globalConfig+"", ""+capCombined+"", ""+indexConfig+"", ""+s2Enabled+""}"",_time=now(), date=strftime(_time, ""%Y-%m-%d"") | fields  data _time date","","instrumentation.usage.smartStore.config",1,"{""owner"":""nobody"",""app"":""splunk_instrumentation"",""sharing"":""app""}",0,1,0,0,0,"data
_time
date
_*",none,"_time;num\;;data;str\;;date;str\;;globalConfig;str\;;splunk_server;unknown\;groupby_rank\;0\;;",1751241601,"",0,"2.366",0,0,1,0,0,0,0,,,0,"0.000","",0,0,0,229376,"_time;num\;;data;str\;;date;str\;;"
