0	5	546551	1750292629	1751268865	1751268866	
1	sourcetype::splunk_disk_objects	 16515	1750292629	1751268482	1751268485	
2	sourcetype::kvstore	 76718	1750292636	1751268858	1751268858	
3	sourcetype::search_telemetry	885	1750292640	1751267835	1751267838	
4	sourcetype::splunk_resource_usage	452431	1750292647	1751268865	1751268866	
5	sourcetype::splunk_telemetry	  2	1750293229	1750384075	1750384075	
